time,x,y,z,gforce
0.325,0.204,-0.019,0.969,0.990
0.325,0.204,-0.016,0.966,0.988
0.327,0.204,-0.017,0.965,0.987
0.330,0.203,-0.018,0.959,0.980
0.332,0.203,-0.016,0.962,0.983
0.335,0.201,-0.008,0.961,0.982
0.337,0.203,-0.010,0.962,0.983
0.341,0.199,-0.013,0.962,0.983
0.343,0.201,-0.012,0.967,0.988
0.345,0.199,-0.009,0.966,0.986
0.348,0.199,-0.007,0.967,0.987
0.350,0.197,-0.011,0.969,0.989
0.353,0.198,-0.011,0.968,0.988
0.355,0.199,-0.009,0.968,0.988
0.365,0.199,-0.007,0.970,0.991
0.365,0.203,-0.007,0.968,0.989
0.365,0.201,-0.007,0.967,0.988
0.365,0.204,-0.006,0.965,0.986
0.367,0.204,-0.007,0.966,0.987
0.370,0.199,-0.011,0.968,0.988
0.372,0.205,-0.012,0.968,0.989
0.375,0.204,-0.008,0.964,0.985
0.377,0.203,-0.013,0.967,0.988
0.380,0.201,-0.017,0.962,0.983
0.382,0.202,-0.018,0.966,0.987
0.384,0.204,-0.017,0.971,0.992
0.387,0.203,-0.018,0.974,0.995
0.389,0.203,-0.015,0.972,0.993
0.409,0.205,-0.014,0.967,0.989
0.410,0.205,-0.011,0.971,0.992
0.410,0.202,-0.008,0.973,0.994
0.410,0.204,-0.007,0.978,0.999
0.410,0.209,-0.005,0.974,0.996
0.410,0.208,-0.003,0.970,0.992
0.411,0.208,-0.001,0.970,0.992
0.411,0.210,0.002,0.971,0.993
0.413,0.211,0.010,0.969,0.992
0.414,0.215,0.013,0.971,0.994
0.417,0.213,0.020,0.971,0.994
0.419,0.211,0.022,0.969,0.992
0.421,0.213,0.029,0.966,0.990
0.429,0.212,0.035,0.963,0.986
0.430,0.206,0.038,0.968,0.991
0.430,0.206,0.045,0.967,0.990
0.431,0.208,0.055,0.962,0.985
0.433,0.206,0.059,0.962,0.985
0.436,0.200,0.064,0.966,0.988
0.438,0.205,0.067,0.958,0.982
0.452,0.205,0.068,0.961,0.985
0.453,0.205,0.069,0.961,0.985
0.453,0.205,0.068,0.959,0.983
0.454,0.206,0.069,0.958,0.982
0.454,0.204,0.066,0.954,0.978
0.454,0.206,0.063,0.955,0.979
0.456,0.206,0.060,0.952,0.975
0.465,0.209,0.057,0.949,0.973
0.466,0.213,0.051,0.952,0.977
0.466,0.211,0.048,0.955,0.979
0.466,0.210,0.045,0.959,0.983
0.467,0.212,0.040,0.962,0.986
0.470,0.211,0.033,0.959,0.982
0.472,0.207,0.034,0.965,0.988
0.506,0.208,0.026,0.964,0.986
0.507,0.211,0.021,0.970,0.993
0.507,0.206,0.020,0.974,0.996
0.508,0.208,0.016,0.970,0.993
0.508,0.211,0.016,0.970,0.993
0.509,0.211,0.014,0.972,0.995
0.509,0.208,0.015,0.974,0.996
0.509,0.208,0.016,0.976,0.998
0.509,0.213,0.021,0.976,0.999
0.510,0.211,0.018,0.974,0.997
0.510,0.211,0.024,0.969,0.992
0.510,0.216,0.022,0.970,0.994
0.511,0.215,0.028,0.969,0.992
0.511,0.212,0.028,0.973,0.996
0.511,0.210,0.029,0.970,0.993
0.515,0.213,0.032,0.973,0.996
0.515,0.210,0.029,0.968,0.991
0.518,0.211,0.031,0.970,0.994
0.519,0.210,0.033,0.968,0.991
0.521,0.209,0.030,0.964,0.987
0.525,0.208,0.033,0.959,0.982
0.526,0.207,0.033,0.959,0.982
0.529,0.208,0.037,0.962,0.985
0.532,0.207,0.037,0.962,0.984
0.534,0.210,0.036,0.957,0.980
0.536,0.205,0.035,0.961,0.983
0.539,0.206,0.039,0.962,0.984
0.551,0.205,0.039,0.956,0.978
0.552,0.207,0.039,0.958,0.981
0.552,0.207,0.046,0.958,0.982
0.552,0.207,0.043,0.962,0.985
0.552,0.203,0.042,0.965,0.987
0.555,0.203,0.041,0.968,0.990
0.557,0.198,0.042,0.966,0.987
0.565,0.197,0.040,0.969,0.989
0.565,0.199,0.042,0.969,0.990
0.566,0.199,0.043,0.972,0.993
0.566,0.201,0.040,0.974,0.995
0.577,0.200,0.043,0.974,0.995
0.577,0.198,0.040,0.969,0.990
0.577,0.199,0.039,0.970,0.991
0.577,0.200,0.042,0.969,0.991
0.577,0.200,0.040,0.970,0.991
0.580,0.197,0.038,0.968,0.989
0.583,0.198,0.032,0.970,0.990
0.587,0.198,0.029,0.969,0.989
0.587,0.197,0.029,0.966,0.986
0.590,0.198,0.029,0.963,0.984
0.593,0.198,0.027,0.964,0.985
0.595,0.199,0.022,0.966,0.987
0.597,0.196,0.017,0.965,0.985
0.600,0.200,0.016,0.964,0.985
0.602,0.197,0.014,0.961,0.981
0.605,0.194,0.011,0.965,0.984
0.607,0.196,0.011,0.964,0.983
0.609,0.193,0.014,0.968,0.987
0.612,0.194,0.010,0.965,0.985
0.615,0.194,0.006,0.963,0.982
0.617,0.201,0.006,0.967,0.987
0.619,0.198,0.001,0.970,0.990
0.622,0.194,0.000,0.967,0.986
0.625,0.195,0.002,0.972,0.992
0.627,0.195,0.002,0.971,0.990
0.630,0.194,0.000,0.968,0.988
0.632,0.193,0.001,0.975,0.994
0.635,0.194,0.003,0.972,0.992
0.637,0.194,-0.001,0.970,0.989
0.642,0.193,0.003,0.971,0.990
0.643,0.195,-0.002,0.974,0.994
0.644,0.194,-0.004,0.974,0.994
0.646,0.198,-0.002,0.973,0.993
0.649,0.195,-0.004,0.971,0.991
0.652,0.195,-0.004,0.967,0.986
0.654,0.198,-0.003,0.972,0.992
0.674,0.198,-0.004,0.969,0.989
0.674,0.196,0.002,0.965,0.985
0.675,0.206,0.005,0.965,0.987
0.675,0.207,0.000,0.969,0.991
0.675,0.204,0.001,0.968,0.989
0.675,0.201,0.005,0.965,0.986
0.675,0.197,0.004,0.966,0.986
0.675,0.200,0.002,0.968,0.988
0.676,0.202,0.003,0.971,0.992
0.678,0.196,0.002,0.970,0.990
0.681,0.196,-0.001,0.973,0.992
0.684,0.196,0.001,0.972,0.991
0.688,0.200,-0.003,0.976,0.996
0.688,0.195,-0.005,0.977,0.997
0.692,0.196,-0.004,0.973,0.992
0.693,0.196,-0.010,0.976,0.995
0.696,0.191,-0.009,0.974,0.992
0.698,0.190,-0.012,0.976,0.995
0.701,0.191,-0.018,0.975,0.993
0.704,0.190,-0.017,0.971,0.990
0.705,0.189,-0.021,0.972,0.990
0.708,0.190,-0.021,0.977,0.996
0.711,0.184,-0.021,0.969,0.987
0.713,0.182,-0.023,0.975,0.993
0.715,0.187,-0.021,0.971,0.989
0.718,0.186,-0.018,0.968,0.985
0.721,0.186,-0.018,0.969,0.987
0.725,0.190,-0.016,0.970,0.988
0.725,0.190,-0.011,0.967,0.986
0.727,0.193,-0.007,0.971,0.990
0.730,0.192,0.002,0.966,0.985
0.733,0.195,0.011,0.960,0.980
0.734,0.192,0.014,0.967,0.986
0.737,0.196,0.020,0.968,0.988
0.742,0.196,0.018,0.959,0.979
0.743,0.194,0.014,0.960,0.979
0.745,0.197,0.016,0.960,0.980
0.747,0.195,0.015,0.963,0.983
0.750,0.195,0.011,0.963,0.983
0.752,0.191,0.015,0.959,0.978
0.754,0.192,0.015,0.973,0.992
0.766,0.189,0.012,0.967,0.986
0.766,0.187,0.008,0.970,0.988
0.766,0.187,0.012,0.971,0.989
0.767,0.183,0.014,0.972,0.990
0.767,0.186,0.007,0.975,0.993
0.769,0.185,0.012,0.976,0.993
0.771,0.188,0.010,0.972,0.990
0.774,0.192,0.008,0.974,0.993
0.777,0.191,0.007,0.971,0.990
0.779,0.190,0.004,0.969,0.987
0.782,0.195,0.002,0.972,0.991
0.784,0.193,0.005,0.971,0.990
0.787,0.190,0.003,0.970,0.988
0.799,0.192,-0.000,0.972,0.991
0.799,0.193,-0.000,0.968,0.987
0.799,0.189,-0.000,0.967,0.986
0.800,0.188,0.003,0.968,0.986
0.800,0.188,0.005,0.975,0.993
0.801,0.188,0.008,0.975,0.993
0.813,0.191,0.007,0.972,0.991
0.813,0.189,0.009,0.975,0.993
0.813,0.184,0.009,0.974,0.991
0.814,0.187,0.011,0.967,0.985
0.814,0.189,0.016,0.970,0.989
0.816,0.189,0.018,0.972,0.990
0.818,0.190,0.016,0.972,0.990
0.821,0.190,0.017,0.974,0.992
0.823,0.189,0.018,0.971,0.990
0.825,0.191,0.021,0.970,0.988
0.828,0.191,0.021,0.974,0.992
0.831,0.189,0.021,0.974,0.992
0.833,0.195,0.019,0.973,0.993
0.836,0.189,0.022,0.969,0.988
0.838,0.190,0.026,0.965,0.984
0.840,0.194,0.032,0.967,0.986
0.842,0.189,0.031,0.965,0.983
0.845,0.188,0.034,0.965,0.984
0.847,0.192,0.033,0.969,0.988
0.850,0.190,0.029,0.969,0.988
0.852,0.188,0.026,0.969,0.988
0.855,0.191,0.027,0.971,0.990
0.857,0.189,0.022,0.971,0.989
0.859,0.188,0.025,0.970,0.988
0.862,0.189,0.027,0.970,0.989
0.865,0.185,0.025,0.965,0.983
0.867,0.184,0.027,0.972,0.990
0.869,0.184,0.029,0.977,0.994
0.876,0.191,0.033,0.975,0.994
0.877,0.192,0.033,0.968,0.987
0.878,0.187,0.032,0.970,0.988
0.879,0.189,0.031,0.968,0.986
0.882,0.192,0.035,0.968,0.988
0.884,0.191,0.037,0.968,0.987
0.887,0.188,0.037,0.971,0.990
0.892,0.186,0.037,0.974,0.992
0.893,0.192,0.033,0.974,0.993
0.894,0.192,0.035,0.965,0.985
0.896,0.196,0.035,0.969,0.989
0.899,0.193,0.033,0.970,0.989
0.901,0.188,0.031,0.971,0.989
0.904,0.191,0.029,0.963,0.982
0.906,0.194,0.030,0.966,0.986
0.909,0.191,0.028,0.968,0.987
0.911,0.192,0.029,0.970,0.990
0.914,0.196,0.029,0.970,0.990
0.916,0.192,0.021,0.972,0.991
0.919,0.193,0.021,0.973,0.993
0.921,0.192,0.018,0.976,0.995
0.924,0.193,0.011,0.977,0.996
0.926,0.197,0.008,0.972,0.992
0.929,0.196,0.010,0.978,0.997
0.932,0.191,0.008,0.978,0.996
0.933,0.190,0.002,0.974,0.993
0.936,0.192,-0.001,0.980,0.999
0.939,0.193,0.000,0.981,1.000
0.942,0.190,0.001,0.982,1.000
0.943,0.189,-0.001,0.981,0.999
0.946,0.189,0.005,0.978,0.996
0.948,0.190,0.006,0.980,0.998
0.950,0.191,0.005,0.978,0.997
0.953,0.187,0.007,0.975,0.992
0.961,0.185,0.005,0.972,0.989
0.962,0.185,0.005,0.970,0.987
0.962,0.185,0.008,0.967,0.984
0.977,0.189,0.013,0.967,0.986
0.977,0.189,0.013,0.960,0.978
0.978,0.184,0.019,0.962,0.980
0.978,0.182,0.020,0.961,0.979
0.978,0.184,0.023,0.957,0.975
0.978,0.184,0.028,0.956,0.974
0.979,0.185,0.028,0.963,0.981
0.989,0.183,0.026,0.959,0.977
0.989,0.186,0.024,0.956,0.974
0.990,0.186,0.027,0.960,0.978
0.990,0.186,0.030,0.961,0.979
0.990,0.187,0.033,0.961,0.980
0.992,0.183,0.031,0.964,0.982
0.995,0.185,0.034,0.963,0.981
0.997,0.189,0.035,0.971,0.990
1.000,0.193,0.034,0.970,0.990
1.002,0.186,0.033,0.970,0.988
1.004,0.188,0.033,0.972,0.990
1.008,0.197,0.029,0.975,0.995
1.010,0.197,0.025,0.972,0.992
1.012,0.195,0.020,0.971,0.991
1.014,0.198,0.011,0.974,0.993
1.017,0.201,0.007,0.973,0.994
1.019,0.199,0.003,0.976,0.996
1.023,0.198,-0.001,0.976,0.996
1.028,0.198,-0.002,0.974,0.994
1.029,0.198,-0.002,0.979,0.998
1.029,0.199,0.003,0.979,0.999
1.033,0.198,0.002,0.982,1.002
1.035,0.196,0.006,0.988,1.007
1.037,0.192,0.007,0.982,1.000
1.043,0.191,0.013,0.982,1.001
1.043,0.190,0.014,0.982,1.000
1.044,0.192,0.015,0.984,1.003
1.047,0.192,0.020,0.984,1.003
1.059,0.197,0.022,0.981,1.000
1.059,0.197,0.018,0.983,1.003
1.059,0.193,0.023,0.982,1.001
1.059,0.194,0.023,0.978,0.998
1.060,0.192,0.025,0.974,0.993
1.066,0.192,0.029,0.977,0.996
1.066,0.190,0.028,0.972,0.991
1.067,0.187,0.032,0.969,0.987
1.092,0.183,0.035,0.970,0.988
1.092,0.179,0.041,0.971,0.988
1.092,0.180,0.041,0.969,0.987
1.093,0.180,0.043,0.963,0.981
1.093,0.177,0.041,0.966,0.983
1.093,0.175,0.042,0.966,0.983
1.093,0.182,0.045,0.960,0.978
1.093,0.178,0.045,0.958,0.975
1.093,0.180,0.043,0.959,0.976
1.093,0.184,0.050,0.956,0.974
1.094,0.179,0.048,0.951,0.969
1.095,0.183,0.047,0.954,0.972
1.098,0.183,0.049,0.951,0.970
1.100,0.186,0.050,0.956,0.975
1.104,0.191,0.048,0.957,0.977
1.106,0.188,0.049,0.952,0.972
1.108,0.190,0.048,0.954,0.974
1.110,0.194,0.045,0.956,0.977
1.113,0.194,0.048,0.955,0.975
1.115,0.192,0.046,0.954,0.974
1.117,0.195,0.038,0.956,0.976
1.120,0.195,0.033,0.958,0.978
1.125,0.194,0.029,0.960,0.980
1.125,0.196,0.021,0.968,0.988
1.128,0.196,0.012,0.976,0.995
1.129,0.194,0.001,0.976,0.995
1.133,0.209,-0.005,0.970,0.992
1.135,0.194,-0.003,0.978,0.997
1.137,0.172,-0.001,1.012,1.027
1.142,0.191,-0.009,0.988,1.006
1.142,0.186,-0.009,0.986,1.004
1.145,0.182,-0.004,0.997,1.013
1.147,0.185,-0.015,1.000,1.018
1.150,0.181,-0.026,1.013,1.029
1.152,0.199,-0.014,1.003,1.023
1.154,0.202,0.000,0.980,1.001
1.158,0.186,0.016,1.002,1.019
1.160,0.198,0.019,0.989,1.009
1.162,0.206,0.018,0.980,1.002
1.164,0.211,0.017,0.983,1.006
1.166,0.208,0.027,0.969,0.992
1.168,0.203,0.032,0.975,0.996
1.172,0.206,0.036,0.962,0.985
1.181,0.202,0.044,0.957,0.979
1.182,0.197,0.048,0.967,0.988
1.182,0.197,0.061,0.951,0.973
1.183,0.200,0.068,0.940,0.963
1.184,0.202,0.075,0.938,0.963
1.187,0.200,0.076,0.939,0.963
1.188,0.198,0.079,0.937,0.961
1.211,0.207,0.064,0.930,0.955
1.212,0.198,0.068,0.933,0.956
1.212,0.192,0.060,0.945,0.966
1.212,0.198,0.057,0.933,0.956
1.212,0.195,0.048,0.948,0.969
1.213,0.187,0.046,0.956,0.975
1.213,0.183,0.032,0.961,0.979
1.213,0.178,0.028,0.970,0.986
1.213,0.185,0.021,0.971,0.989
1.213,0.181,0.013,0.979,0.996
1.215,0.179,0.001,0.987,1.003
1.219,0.186,-0.004,0.991,1.008
1.220,0.196,-0.006,0.984,1.003
1.224,0.197,-0.013,0.987,1.007
1.226,0.196,-0.011,0.993,1.012
1.228,0.200,-0.013,0.987,1.007
1.231,0.203,-0.005,0.990,1.011
1.233,0.203,-0.005,0.987,1.007
1.234,0.211,-0.006,0.979,1.002
1.238,0.211,-0.001,0.988,1.010
1.240,0.212,0.004,0.987,1.009
1.243,0.212,0.009,0.978,1.000
1.245,0.201,0.016,0.993,1.013
1.247,0.200,0.023,0.983,1.003
1.250,0.200,0.033,0.978,0.999
1.252,0.199,0.040,0.981,1.002
1.258,0.197,0.049,0.973,0.994
1.258,0.194,0.057,0.976,0.997
1.260,0.195,0.059,0.971,0.992
1.261,0.198,0.067,0.965,0.988
1.264,0.191,0.067,0.971,0.992
1.267,0.187,0.074,0.966,0.987
1.269,0.188,0.079,0.965,0.986
1.272,0.188,0.077,0.958,0.979
1.277,0.186,0.081,0.962,0.984
1.278,0.183,0.075,0.965,0.985
1.285,0.182,0.074,0.965,0.984
1.286,0.182,0.072,0.957,0.977
1.286,0.187,0.065,0.955,0.975
1.287,0.181,0.067,0.960,0.979
1.312,0.186,0.061,0.956,0.976
1.313,0.185,0.062,0.960,0.979
1.324,0.185,0.056,0.952,0.972
1.324,0.186,0.057,0.958,0.977
1.324,0.188,0.056,0.959,0.979
1.325,0.188,0.054,0.956,0.976
1.325,0.188,0.057,0.963,0.983
1.325,0.188,0.063,0.964,0.984
1.325,0.187,0.071,0.969,0.989
1.325,0.187,0.071,0.969,0.990
1.325,0.184,0.077,0.970,0.990
1.325,0.184,0.087,0.973,0.994
1.326,0.186,0.092,0.974,0.996
1.326,0.185,0.095,0.976,0.998
1.326,0.190,0.099,0.975,0.998
1.326,0.192,0.103,0.970,0.994
1.328,0.196,0.104,0.976,1.000
1.330,0.193,0.105,0.980,1.004
1.334,0.193,0.111,0.975,1.000
1.336,0.193,0.115,0.971,0.997
1.338,0.192,0.116,0.975,1.001
1.341,0.187,0.117,0.981,1.005
1.342,0.188,0.122,0.972,0.998
1.345,0.185,0.120,0.975,1.000
1.347,0.181,0.114,0.975,0.999
1.350,0.184,0.105,0.969,0.992
1.352,0.183,0.102,0.971,0.993
1.355,0.186,0.093,0.972,0.994
1.357,0.187,0.094,0.974,0.996
1.360,0.179,0.100,0.974,0.995
1.362,0.175,0.097,0.968,0.989
1.365,0.181,0.092,0.975,0.996
1.367,0.181,0.088,0.968,0.989
1.369,0.183,0.080,0.973,0.993
1.372,0.187,0.076,0.966,0.986
1.374,0.185,0.067,0.978,0.998
1.377,0.181,0.079,0.974,0.994
1.379,0.186,0.089,0.961,0.983
1.382,0.173,0.093,0.965,0.984
1.385,0.175,0.083,0.971,0.990
1.387,0.189,0.074,0.959,0.980
1.389,0.195,0.057,0.953,0.975
1.392,0.206,0.066,0.949,0.974
1.395,0.220,0.081,0.923,0.952
1.397,0.203,0.056,0.947,0.970
1.399,0.204,0.047,0.970,0.992
1.402,0.214,0.061,0.940,0.966
1.404,0.232,0.047,0.944,0.974
1.407,0.221,0.128,0.896,0.932
1.409,0.216,0.166,0.920,0.959
1.411,0.222,0.178,0.935,0.977
1.414,0.230,0.212,0.928,0.980
1.416,0.196,0.225,0.951,0.997
1.419,0.181,0.220,0.951,0.993
1.423,0.182,0.214,0.944,0.985
1.424,0.165,0.175,0.962,0.991
1.428,0.161,0.110,1.003,1.022
1.429,0.161,0.060,1.021,1.035
1.432,0.153,0.037,1.031,1.043
1.434,0.156,0.023,1.031,1.043
1.436,0.165,0.020,1.007,1.021
1.439,0.168,0.015,1.010,1.024
1.441,0.170,0.016,1.019,1.033
1.444,0.179,0.034,1.005,1.022
1.446,0.195,0.053,0.990,1.010
1.449,0.213,0.070,0.972,0.997
1.451,0.222,0.075,0.955,0.983
1.453,0.225,0.074,0.957,0.986
1.459,0.235,0.074,0.960,0.991
1.459,0.226,0.080,0.960,0.990
1.461,0.209,0.097,0.968,0.995
1.464,0.202,0.119,0.960,0.988
1.465,0.189,0.138,0.963,0.991
1.469,0.179,0.149,0.968,0.996
1.470,0.170,0.161,0.968,0.996
1.477,0.166,0.182,0.971,1.002
1.478,0.159,0.208,0.960,0.995
1.478,0.160,0.220,0.945,0.983
1.480,0.158,0.228,0.944,0.984
1.482,0.163,0.230,0.941,0.982
1.485,0.169,0.229,0.929,0.972
1.487,0.181,0.232,0.921,0.967
1.497,0.190,0.233,0.911,0.959
1.498,0.197,0.230,0.913,0.962
1.498,0.206,0.224,0.905,0.955
1.498,0.205,0.209,0.923,0.968
1.500,0.203,0.191,0.931,0.971
1.502,0.201,0.180,0.935,0.973
1.506,0.197,0.156,0.949,0.981
1.508,0.198,0.142,0.952,0.983
1.509,0.194,0.121,0.970,0.997
1.513,0.192,0.103,0.979,1.003
1.515,0.187,0.090,0.991,1.012
1.518,0.188,0.089,0.992,1.014
1.520,0.198,0.098,0.987,1.011
1.523,0.189,0.101,1.006,1.029
1.524,0.200,0.106,1.009,1.034
1.527,0.193,0.119,1.001,1.027
1.529,0.194,0.129,1.008,1.035
1.531,0.201,0.143,0.991,1.021
1.534,0.206,0.150,0.999,1.031
1.536,0.202,0.158,0.993,1.026
1.545,0.208,0.162,0.990,1.024
1.545,0.207,0.182,0.976,1.014
1.546,0.203,0.194,0.968,1.007
1.546,0.190,0.201,0.977,1.015
1.549,0.197,0.201,0.963,1.003
1.551,0.196,0.197,0.949,0.989
1.553,0.181,0.205,0.955,0.993
1.559,0.183,0.201,0.945,0.984
1.559,0.176,0.204,0.940,0.978
1.561,0.169,0.206,0.937,0.974
1.563,0.169,0.205,0.936,0.973
1.566,0.163,0.201,0.937,0.972
1.569,0.163,0.203,0.934,0.969
1.571,0.160,0.195,0.930,0.963
1.585,0.158,0.183,0.940,0.970
1.585,0.163,0.182,0.933,0.964
1.585,0.157,0.170,0.943,0.970
1.586,0.156,0.159,0.946,0.971
1.586,0.153,0.155,0.945,0.970
1.586,0.148,0.147,0.955,0.978
1.587,0.145,0.135,0.955,0.975
1.590,0.148,0.119,0.962,0.980
1.592,0.142,0.103,0.963,0.979
1.595,0.142,0.085,0.969,0.983
1.598,0.144,0.079,0.965,0.978
1.601,0.140,0.090,0.965,0.979
1.603,0.143,0.099,0.969,0.984
1.606,0.141,0.111,0.959,0.976
1.607,0.134,0.116,0.965,0.982
1.610,0.135,0.128,0.956,0.974
1.612,0.147,0.134,0.962,0.982
1.615,0.148,0.143,0.958,0.980
1.617,0.140,0.137,0.958,0.977
1.619,0.135,0.140,0.962,0.982
1.623,0.141,0.148,0.953,0.975
1.624,0.147,0.146,0.939,0.962
1.627,0.136,0.153,0.951,0.973
1.629,0.137,0.152,0.960,0.981
1.632,0.145,0.156,0.954,0.977
1.634,0.146,0.154,0.951,0.974
1.637,0.138,0.147,0.953,0.974
1.640,0.126,0.143,0.962,0.980
1.642,0.137,0.126,0.950,0.969
1.645,0.130,0.113,0.947,0.962
1.647,0.132,0.100,0.949,0.964
1.649,0.129,0.089,0.952,0.965
1.652,0.132,0.067,0.953,0.965
1.654,0.132,0.056,0.941,0.952
1.656,0.123,0.044,0.952,0.961
1.660,0.131,0.027,0.948,0.958
1.662,0.132,0.016,0.947,0.956
1.664,0.136,-0.005,0.958,0.967
1.666,0.144,-0.018,0.965,0.976
1.668,0.147,-0.016,0.969,0.980
1.678,0.149,-0.019,0.969,0.981
1.678,0.138,-0.020,0.978,0.988
1.684,0.132,-0.023,0.977,0.986
1.684,0.128,-0.012,0.979,0.987
1.685,0.130,0.000,0.976,0.984
1.685,0.133,0.021,0.977,0.986
1.686,0.139,0.038,0.969,0.980
1.693,0.143,0.045,0.966,0.978
1.694,0.137,0.046,0.971,0.981
1.694,0.145,0.035,0.960,0.971
1.695,0.143,0.026,0.957,0.968
