time,x,y,z,gforce
0.315,0.170,-0.019,0.922,0.938
0.316,0.353,-0.082,0.895,0.966
0.316,0.355,-0.120,0.862,0.940
0.323,0.114,-0.102,1.114,1.124
0.323,0.081,-0.011,0.975,0.978
0.323,0.182,-0.038,0.893,0.912
0.325,0.197,-0.087,1.086,1.107
0.333,0.200,-0.050,1.038,1.059
0.333,0.096,0.027,0.936,0.942
0.333,0.122,0.048,0.891,0.900
0.336,0.148,-0.065,0.899,0.914
0.338,0.213,-0.100,0.985,1.013
0.341,0.213,-0.127,0.960,0.992
0.343,0.085,-0.053,0.989,0.994
0.345,0.065,-0.085,0.992,0.998
0.347,0.139,-0.229,0.976,1.012
0.349,0.343,-0.497,1.000,1.168
0.352,0.417,-0.790,1.041,1.372
0.354,0.106,-0.581,0.845,1.031
0.356,0.300,0.012,0.406,0.505
0.360,-0.003,0.326,0.753,0.820
0.362,0.428,-0.268,1.367,1.458
0.365,0.447,-0.317,1.056,1.190
0.366,0.177,-0.039,0.991,1.008
0.369,0.037,0.117,0.755,0.764
0.372,0.085,-0.052,1.123,1.127
0.374,0.159,-0.248,1.267,1.301
0.377,0.215,-0.225,1.228,1.267
0.379,0.092,-0.060,1.095,1.100
0.381,0.180,-0.039,0.942,0.959
0.384,0.153,-0.129,1.051,1.070
0.386,0.204,-0.210,1.100,1.138
0.389,0.377,-0.184,0.899,0.992
0.391,0.120,-0.038,0.891,0.900
0.394,0.236,-0.077,0.807,0.844
0.396,0.117,-0.173,0.866,0.891
0.399,0.291,-0.359,0.929,1.038
0.402,0.299,-0.228,0.780,0.866
0.404,0.154,-0.221,0.934,0.972
0.407,0.165,-0.059,0.826,0.844
0.409,0.341,-0.205,0.745,0.845
0.419,0.344,-0.275,0.912,1.013
0.419,0.412,-0.290,0.802,0.947
0.420,0.176,-0.247,0.906,0.956
0.420,0.176,-0.236,0.875,0.923
0.421,0.250,-0.353,0.830,0.936
0.423,0.293,-0.302,1.068,1.148
0.428,0.268,-0.318,1.100,1.176
0.429,0.129,-0.124,1.047,1.063
0.430,0.277,-0.079,0.921,0.965
0.433,0.384,-0.163,0.912,1.003
0.435,0.371,-0.210,1.064,1.146
0.439,0.323,-0.186,0.951,1.021
0.441,0.130,-0.118,0.950,0.966
0.453,0.128,-0.129,0.987,1.004
0.453,0.253,-0.229,0.814,0.882
0.454,0.080,-0.315,1.085,1.132
0.454,0.073,-0.192,1.078,1.098
0.454,0.038,-0.057,0.908,0.911
0.456,0.221,-0.056,0.803,0.835
0.459,0.437,-0.197,0.649,0.807
0.461,0.298,-0.226,0.960,1.031
0.462,0.141,-0.131,0.914,0.934
0.464,0.051,-0.060,0.903,0.906
0.469,0.286,-0.180,0.758,0.829
0.469,0.398,-0.255,0.723,0.864
0.472,0.015,-0.238,1.200,1.224
0.474,-0.050,-0.071,1.222,1.225
0.478,0.023,0.075,1.085,1.088
0.480,0.264,0.034,1.010,1.044
0.482,0.200,0.009,1.086,1.104
0.485,0.157,0.055,1.225,1.236
0.487,0.212,0.096,1.047,1.073
0.489,0.250,0.040,1.007,1.038
0.495,0.427,0.024,0.819,0.924
0.495,0.301,-0.088,0.958,1.008
0.497,0.257,-0.178,1.147,1.189
0.499,0.184,-0.007,0.997,1.014
0.502,0.098,0.078,1.186,1.193
0.504,0.191,0.135,1.026,1.052
0.507,0.133,0.100,1.094,1.107
0.511,0.015,0.169,1.252,1.263
0.512,-0.007,0.205,1.157,1.175
0.515,0.081,0.208,0.942,0.968
0.517,0.276,0.023,0.694,0.747
0.520,0.261,-0.050,0.745,0.791
0.522,0.290,-0.081,0.825,0.878
0.524,0.366,0.030,0.828,0.906
0.537,0.623,0.088,0.560,0.842
0.538,0.714,0.001,0.429,0.833
0.538,0.430,0.016,0.842,0.946
0.538,0.276,0.022,0.950,0.989
0.538,0.292,-0.022,0.811,0.862
0.539,0.165,-0.024,0.886,0.902
0.541,0.104,-0.062,1.025,1.032
0.545,0.003,-0.028,1.194,1.194
0.550,-0.084,0.030,1.340,1.343
0.566,-0.125,0.159,1.174,1.192
0.567,-0.112,0.168,1.224,1.241
0.567,0.167,0.091,1.059,1.076
0.567,0.287,0.006,0.958,1.000
0.567,-0.158,0.064,1.360,1.371
0.567,0.172,0.058,0.903,0.921
0.568,0.411,-0.151,0.599,0.742
0.568,0.561,-0.314,0.822,1.044
0.568,0.458,-0.256,0.661,0.844
0.571,0.109,-0.174,0.983,1.004
0.573,0.283,-0.020,0.799,0.848
0.577,0.530,-0.114,0.577,0.792
0.579,0.403,-0.136,0.930,1.023
0.581,0.085,0.019,1.098,1.101
0.582,-0.071,0.139,1.072,1.083
0.586,0.107,0.046,1.016,1.022
0.588,0.339,-0.096,0.955,1.018
0.591,0.170,-0.121,1.104,1.124
0.593,-0.179,0.068,1.307,1.321
0.595,0.033,0.117,1.167,1.174
0.597,0.395,0.086,0.800,0.896
0.600,0.502,-0.006,0.908,1.038
0.603,0.299,0.066,1.065,1.108
0.605,0.127,0.263,1.021,1.062
0.607,0.490,0.165,0.675,0.850
0.617,0.692,0.036,0.550,0.885
0.618,0.592,-0.042,0.859,1.044
0.618,0.120,0.129,1.055,1.069
0.618,0.131,0.165,1.038,1.059
0.620,0.367,0.095,0.721,0.814
0.622,0.448,-0.034,0.910,1.015
0.626,0.196,0.026,0.996,1.015
0.628,-0.109,0.268,1.177,1.212
0.637,0.102,0.071,0.956,0.964
0.637,0.365,-0.012,0.776,0.858
0.637,0.383,-0.107,0.855,0.943
0.638,-0.038,-0.014,1.023,1.023
0.640,-0.002,0.079,0.979,0.982
0.654,0.356,-0.113,0.687,0.782
0.654,0.421,-0.094,0.922,1.018
0.654,0.210,-0.125,0.901,0.933
0.655,0.022,0.211,1.124,1.144
0.655,0.227,0.098,1.034,1.063
0.655,0.589,-0.073,0.772,0.974
0.657,0.299,0.062,1.118,1.159
0.661,0.012,0.102,1.308,1.312
0.662,0.161,0.172,1.179,1.202
0.664,0.521,-0.008,0.885,1.027
0.667,0.428,-0.111,1.063,1.152
0.669,0.240,-0.007,1.102,1.128
0.673,0.104,0.227,1.149,1.176
0.673,0.364,-0.081,1.005,1.072
0.677,0.651,-0.128,0.681,0.951
0.679,0.387,-0.095,0.969,1.048
0.681,0.104,0.070,1.177,1.183
0.685,0.265,0.096,0.919,0.961
0.687,0.481,-0.074,0.803,0.939
0.690,0.355,-0.074,1.021,1.083
0.692,0.090,0.079,1.092,1.098
0.694,-0.014,0.161,1.218,1.229
0.696,0.352,-0.107,0.935,1.005
0.698,0.377,-0.098,0.987,1.061
0.701,0.090,-0.004,1.220,1.223
0.703,0.011,0.092,1.235,1.238
0.705,0.312,-0.045,0.998,1.047
0.710,0.542,-0.250,0.901,1.080
0.711,0.304,-0.049,1.064,1.108
0.714,0.121,0.062,1.114,1.122
0.717,0.296,-0.091,0.903,0.954
0.718,0.555,-0.223,0.787,0.989
0.721,0.326,-0.179,1.011,1.078
0.723,0.054,0.057,1.031,1.034
0.735,0.202,-0.032,0.800,0.825
0.736,0.303,-0.145,0.841,0.906
0.736,0.406,-0.200,0.802,0.921
0.736,0.125,0.061,0.914,0.924
0.736,0.092,0.045,0.940,0.946
0.738,0.275,-0.171,0.764,0.829
0.740,0.208,-0.190,0.989,1.028
0.745,0.218,-0.137,0.887,0.924
0.753,0.066,-0.060,0.904,0.909
0.753,0.065,-0.129,0.978,0.988
0.754,0.381,-0.191,0.836,0.939
0.754,0.394,-0.079,0.900,0.985
0.755,-0.063,0.107,1.123,1.130
0.758,0.141,-0.074,0.937,0.950
0.766,0.404,-0.131,0.698,0.817
0.767,0.362,-0.066,0.981,1.048
0.767,0.148,0.045,0.894,0.907
0.767,-0.076,0.096,1.070,1.077
0.770,0.074,-0.140,1.216,1.226
0.773,0.282,-0.109,1.094,1.135
0.777,-0.026,-0.056,1.208,1.210
0.779,-0.237,0.006,1.263,1.285
0.779,0.095,-0.148,1.071,1.085
0.782,0.352,-0.311,0.972,1.080
0.785,0.373,-0.294,0.980,1.089
0.787,0.092,-0.139,0.930,0.944
0.790,0.157,-0.247,0.948,0.993
0.793,0.552,-0.371,0.699,0.965
0.805,0.594,-0.496,0.725,1.061
0.805,0.396,-0.371,0.892,1.044
0.805,0.225,-0.195,0.873,0.922
0.805,0.216,-0.271,1.048,1.104
0.806,0.472,-0.392,0.986,1.161
0.806,0.498,-0.335,0.954,1.127
0.812,0.080,-0.245,1.176,1.204
0.812,0.123,-0.122,1.006,1.021
0.814,0.469,-0.334,0.820,1.002
0.816,0.352,-0.358,1.011,1.129
0.819,0.317,-0.227,1.075,1.143
0.823,0.247,-0.074,0.853,0.891
0.828,0.334,-0.098,0.792,0.865
0.828,0.492,-0.245,0.681,0.875
0.830,0.417,-0.267,0.864,0.996
0.831,0.127,-0.121,0.886,0.903
0.833,-0.055,-0.046,0.827,0.830
0.836,0.118,-0.151,0.820,0.842
0.838,0.343,-0.276,0.771,0.888
0.841,0.353,-0.323,1.004,1.112
0.845,0.023,-0.125,0.944,0.953
0.846,-0.023,-0.034,1.007,1.008
0.848,0.317,-0.278,1.007,1.091
0.851,0.325,-0.390,0.888,1.023
0.853,0.140,-0.239,0.988,1.026
0.856,0.064,-0.181,1.197,1.213
0.859,0.235,-0.116,1.249,1.276
0.860,0.284,-0.113,0.841,0.895
0.862,0.136,-0.140,1.021,1.040
0.865,0.334,-0.054,1.015,1.069
0.867,0.370,-0.090,0.963,1.035
0.870,0.009,-0.036,0.987,0.988
0.872,0.192,-0.088,0.700,0.731
0.876,0.280,-0.103,0.846,0.897
0.878,0.388,-0.073,1.063,1.134
0.880,0.098,-0.005,0.888,0.893
0.882,-0.119,0.039,0.958,0.966
0.885,0.324,-0.142,0.736,0.817
0.887,0.482,-0.289,0.816,0.991
0.890,0.028,-0.286,1.053,1.091
0.893,-0.101,-0.184,0.788,0.816
0.894,0.351,-0.258,0.748,0.866
0.897,0.524,-0.392,0.906,1.118
0.900,0.018,-0.240,1.048,1.076
0.902,-0.073,-0.222,0.883,0.913
0.905,0.149,-0.229,0.964,1.002
0.912,0.372,-0.190,1.048,1.128
0.912,0.086,-0.138,1.154,1.165
0.918,-0.151,-0.051,1.080,1.092
0.918,0.129,-0.110,0.861,0.878
0.919,0.454,-0.269,1.083,1.205
0.920,0.154,-0.177,1.097,1.121
0.922,-0.124,0.008,1.023,1.031
0.926,0.214,-0.117,0.920,0.952
0.926,0.638,-0.097,0.878,1.089
0.929,0.368,-0.087,0.909,0.984
0.931,-0.098,0.022,1.014,1.019
0.934,0.220,0.003,0.833,0.862
0.936,0.565,-0.173,0.806,0.999
0.939,0.166,-0.141,1.195,1.214
0.942,-0.030,0.073,1.026,1.029
0.944,0.217,-0.001,0.963,0.987
0.946,0.495,-0.097,1.005,1.124
0.949,0.182,-0.028,1.026,1.042
0.951,-0.092,0.043,1.192,1.196
0.953,0.250,0.030,0.941,0.974
0.956,0.441,-0.050,0.956,1.054
0.960,0.091,0.004,1.128,1.132
0.961,0.133,0.186,0.828,0.859
0.964,0.345,0.043,0.766,0.842
0.966,0.523,0.016,0.805,0.960
0.969,0.397,-0.000,0.868,0.955
0.972,0.027,0.185,0.876,0.896
0.974,0.345,0.075,0.813,0.886
0.979,0.583,0.030,0.728,0.933
0.979,0.252,-0.021,1.091,1.120
0.982,0.126,0.169,0.895,0.920
0.984,0.209,0.110,0.819,0.852
0.986,0.508,-0.068,0.947,1.077
0.989,0.346,-0.083,0.929,0.995
0.994,0.080,0.125,0.995,1.006
0.994,0.393,-0.034,0.857,0.943
0.997,0.672,-0.244,0.744,1.032
0.998,0.288,-0.096,0.759,0.818
1.001,0.111,0.022,0.996,1.003
1.003,0.443,-0.052,0.818,0.931
1.006,0.526,-0.118,0.836,0.995
1.009,-0.067,0.003,1.297,1.299
1.010,-0.078,0.101,1.128,1.135
1.013,0.292,-0.083,1.084,1.126
1.016,0.317,-0.143,1.202,1.251
1.018,-0.050,-0.051,1.204,1.206
1.021,-0.011,0.039,1.189,1.189
1.022,0.503,-0.186,1.019,1.152
1.032,0.518,-0.212,0.958,1.109
1.032,0.025,-0.026,1.119,1.119
1.032,0.206,-0.109,1.015,1.041
1.033,0.755,-0.170,0.712,1.052
1.036,0.389,-0.128,0.832,0.927
1.038,0.088,-0.018,1.019,1.023
1.057,0.373,0.081,0.655,0.758
1.057,0.558,-0.104,0.727,0.922
1.057,0.247,0.037,0.898,0.933
1.058,0.032,0.176,0.953,0.969
1.058,0.200,0.001,1.054,1.073
1.058,0.204,0.021,1.003,1.024
1.058,0.024,0.021,1.159,1.160
1.058,0.110,0.047,1.056,1.063
1.069,0.332,-0.071,0.990,1.046
1.069,0.223,-0.093,1.011,1.039
1.070,-0.053,-0.013,1.209,1.210
1.071,0.165,-0.055,0.992,1.007
1.071,0.550,-0.223,0.900,1.078
1.072,0.299,-0.141,1.018,1.070
1.075,0.088,-0.053,0.971,0.976
1.078,0.226,-0.049,0.979,1.006
1.080,0.524,-0.246,0.919,1.087
1.083,0.322,-0.181,0.922,0.994
1.084,-0.087,0.011,1.117,1.120
1.086,0.288,-0.305,1.116,1.192
1.090,0.357,-0.271,0.886,0.993
1.092,0.014,-0.207,1.085,1.104
1.094,0.178,-0.179,1.054,1.084
1.097,0.451,-0.266,0.849,0.998
1.099,0.108,-0.162,1.030,1.048
1.101,-0.124,-0.053,1.166,1.174
1.104,0.265,-0.235,0.979,1.041
1.106,0.327,-0.353,0.983,1.095
1.109,-0.073,-0.153,1.089,1.103
1.111,0.128,-0.150,1.012,1.031
1.113,0.599,-0.303,0.746,1.003
1.116,0.305,-0.335,0.863,0.975
1.119,0.052,-0.134,0.979,0.989
1.122,0.040,-0.121,1.034,1.042
1.124,0.495,-0.424,0.881,1.096
1.138,0.175,-0.287,1.001,1.055
1.138,-0.051,-0.170,1.188,1.202
1.138,0.250,-0.147,1.001,1.042
1.139,0.435,-0.344,0.957,1.106
1.139,0.271,-0.333,0.852,0.954
1.139,0.037,-0.106,1.148,1.153
1.159,0.409,-0.281,0.984,1.102
1.160,0.435,-0.276,0.764,0.921
1.160,0.085,-0.202,1.042,1.065
1.161,0.360,-0.215,0.900,0.993
1.161,0.573,-0.225,0.797,1.007
1.161,0.295,-0.222,0.829,0.907
1.161,0.074,-0.138,0.979,0.991
1.161,0.269,-0.171,1.019,1.068
1.162,0.354,-0.260,0.949,1.046
1.164,-0.074,-0.157,1.194,1.206
1.165,-0.014,-0.155,1.185,1.196
1.169,0.241,-0.235,1.080,1.132
1.172,0.127,-0.193,1.042,1.068
1.172,-0.133,-0.148,1.335,1.349
1.175,0.118,-0.149,1.218,1.233
1.178,0.233,-0.130,0.911,0.950
1.180,-0.069,-0.134,1.270,1.279
1.183,0.258,-0.215,0.879,0.941
1.186,0.368,-0.134,0.744,0.840
1.189,0.402,-0.198,0.855,0.965
1.191,0.154,-0.097,0.835,0.855
1.193,0.137,-0.112,1.019,1.034
1.195,0.499,-0.248,0.693,0.889
1.198,0.402,-0.273,0.672,0.829
1.200,0.130,-0.273,0.996,1.041
1.203,0.422,-0.204,0.790,0.919
1.204,0.521,-0.243,0.627,0.851
1.209,0.116,-0.211,1.007,1.035
1.210,0.165,-0.216,1.024,1.060
1.212,0.464,-0.243,0.840,0.990
1.215,0.404,-0.191,0.946,1.046
1.217,0.005,-0.092,1.116,1.120
1.221,0.228,-0.103,1.030,1.060
1.222,0.529,-0.223,0.788,0.974
1.235,0.156,-0.190,1.113,1.140
1.236,-0.115,-0.019,1.263,1.269
1.236,0.168,-0.124,1.058,1.079
1.237,0.141,-0.218,1.170,1.198
1.237,-0.097,-0.115,1.327,1.336
1.237,0.170,-0.158,1.017,1.043
1.240,0.217,-0.140,0.918,0.953
1.254,0.102,-0.196,1.002,1.026
1.255,0.187,-0.274,1.023,1.075
1.255,0.236,-0.185,0.963,1.008
1.255,0.210,-0.112,0.848,0.881
1.255,-0.086,-0.205,1.067,1.090
1.256,0.262,-0.314,0.899,0.987
1.261,0.458,-0.261,0.572,0.778
1.261,0.006,-0.141,1.072,1.081
1.261,-0.037,-0.149,1.133,1.144
1.264,0.449,-0.176,0.693,0.844
1.266,0.182,-0.089,1.005,1.026
1.269,-0.203,-0.075,1.330,1.347
1.271,0.113,-0.084,0.948,0.958
1.273,0.342,-0.118,0.767,0.848
1.276,0.233,-0.156,0.981,1.020
1.278,0.135,-0.066,0.979,0.990
1.281,0.201,-0.179,0.965,1.001
1.283,0.378,-0.084,0.831,0.917
1.295,0.324,-0.110,0.814,0.884
1.296,0.232,-0.177,1.039,1.079
1.296,0.453,-0.151,0.773,0.909
1.296,0.357,-0.130,0.794,0.880
1.297,0.109,-0.154,1.203,1.218
1.299,0.397,-0.141,0.817,0.919
1.300,0.144,-0.077,0.962,0.975
1.303,-0.145,-0.146,1.265,1.282
1.305,0.264,-0.272,0.944,1.017
1.308,0.308,-0.160,0.723,0.802
1.310,-0.018,-0.126,1.080,1.088
1.312,-0.079,-0.046,1.061,1.065
1.315,0.226,-0.168,0.900,0.943
1.317,0.294,-0.174,0.739,0.814
1.320,0.186,-0.130,0.710,0.745
1.323,0.154,-0.195,0.871,0.906
1.327,0.303,-0.153,0.614,0.702
1.327,0.179,-0.123,0.750,0.781
1.330,0.118,-0.135,1.173,1.187
1.332,0.324,-0.150,0.829,0.902
1.336,0.054,-0.094,1.029,1.035
1.337,0.008,-0.102,1.224,1.228
1.340,0.295,-0.148,0.956,1.011
1.348,0.354,-0.177,0.885,0.970
1.348,0.175,-0.089,0.918,0.939
1.348,0.103,-0.024,1.296,1.300
1.350,0.348,-0.018,0.827,0.897
1.352,0.130,-0.086,1.055,1.066
1.354,-0.120,0.003,1.457,1.462
1.358,-0.026,-0.139,1.403,1.410
1.359,-0.079,-0.024,1.227,1.230
1.362,-0.041,-0.044,1.245,1.246
1.364,-0.126,-0.127,1.608,1.618
1.367,0.150,-0.160,1.159,1.179
1.369,0.006,-0.098,1.143,1.148
1.372,0.018,-0.232,1.270,1.292
1.375,0.425,-0.357,0.754,0.936
1.376,0.366,-0.341,0.552,0.745
1.380,0.141,-0.292,0.853,0.913
1.381,0.203,-0.318,1.012,1.080
1.384,0.428,-0.271,0.527,0.731
1.387,0.273,-0.234,0.597,0.697
1.389,0.034,-0.236,0.966,0.995
1.393,0.355,-0.338,0.813,0.949
1.394,0.349,-0.251,0.519,0.674
1.396,0.151,-0.209,0.739,0.783
1.399,0.020,-0.215,1.074,1.095
1.401,0.204,-0.190,0.903,0.945
1.403,0.061,-0.203,0.940,0.963
1.406,-0.223,-0.161,1.398,1.425
1.412,0.045,-0.224,1.168,1.190
1.412,0.138,-0.179,0.896,0.925
1.414,0.097,-0.195,0.938,0.963
1.416,0.103,-0.217,1.156,1.181
1.418,0.238,-0.147,0.945,0.986
1.421,0.234,-0.058,0.720,0.759
1.431,0.295,-0.066,0.904,0.953
1.431,0.339,-0.221,0.829,0.922
1.431,0.315,-0.098,0.567,0.656
1.431,0.465,-0.150,0.499,0.698
1.433,0.305,-0.107,0.921,0.976
1.436,0.171,-0.019,0.828,0.846
1.438,0.112,-0.004,0.882,0.889
1.442,-0.023,0.012,1.310,1.310
1.443,0.068,-0.054,1.160,1.163
1.446,0.016,0.046,1.014,1.015
1.448,-0.031,-0.003,1.248,1.249
1.450,-0.011,-0.070,1.370,1.372
1.452,0.107,0.031,1.013,1.019
1.455,0.069,0.063,1.157,1.160
1.459,0.110,0.081,1.310,1.317
1.462,0.301,-0.001,0.899,0.948
1.463,0.267,-0.002,0.926,0.964
1.466,0.171,0.052,1.025,1.041
1.468,0.021,0.032,1.202,1.202
1.470,0.016,0.062,1.184,1.186
1.472,0.084,0.114,1.147,1.155
1.475,-0.020,0.061,1.281,1.283
1.478,0.036,-0.016,1.152,1.153
1.480,0.118,0.053,0.954,0.963
1.482,0.026,-0.058,1.154,1.156
1.485,0.226,-0.088,0.922,0.953
1.487,0.219,0.050,0.740,0.773
1.492,0.002,0.002,1.168,1.168
1.492,0.316,-0.052,0.845,0.904
1.495,0.358,0.015,0.537,0.645
1.499,0.176,0.083,0.782,0.806
1.499,0.288,0.088,0.822,0.875
1.502,0.187,0.177,0.919,0.954
1.504,0.049,0.204,0.989,1.011
1.509,-0.125,0.314,1.199,1.246
1.510,-0.058,0.162,1.367,1.378
1.513,0.075,0.128,1.055,1.065
1.515,0.039,0.185,1.028,1.045
1.517,-0.138,0.030,1.427,1.434
1.519,0.097,0.085,1.147,1.155
1.521,0.148,0.114,0.872,0.891
1.531,-0.144,0.084,1.427,1.437
1.531,0.196,0.020,1.032,1.051
1.532,0.220,0.045,0.709,0.744
1.550,0.005,0.023,1.103,1.103
1.550,0.151,-0.041,0.933,0.946
1.550,0.076,-0.122,1.005,1.015
1.550,0.029,-0.027,0.892,0.893
1.551,-0.005,-0.077,1.159,1.161
1.551,0.067,-0.165,1.071,1.086
1.551,0.086,-0.130,0.771,0.786
1.551,0.139,-0.175,0.846,0.875
1.552,0.083,-0.305,0.974,1.024
1.554,0.027,-0.237,0.961,0.991
1.561,0.070,-0.297,0.643,0.712
1.561,-0.118,-0.347,1.093,1.153
1.561,0.110,-0.494,0.795,0.943
1.563,-0.006,-0.437,0.744,0.863
1.566,-0.128,-0.389,0.909,0.997
1.569,-0.015,-0.433,0.880,0.981
1.571,-0.181,-0.425,1.069,1.165
1.573,-0.095,-0.443,0.894,1.002
1.575,-0.074,-0.497,1.038,1.154
1.578,-0.099,-0.596,1.107,1.261
1.581,0.061,-0.519,0.842,0.991
1.584,0.093,-0.500,0.825,0.970
1.585,-0.031,-0.425,1.281,1.350
1.588,0.222,-0.359,1.010,1.095
1.590,0.163,-0.300,0.905,0.967
1.593,-0.036,-0.204,1.398,1.413
1.596,0.178,-0.170,1.186,1.211
1.598,0.248,-0.158,1.070,1.110
1.601,0.286,-0.020,0.947,0.989
1.603,0.256,0.004,1.110,1.139
1.605,0.189,0.156,1.191,1.216
1.607,0.189,0.098,1.064,1.085
1.610,0.098,0.175,1.254,1.270
1.613,0.267,0.117,1.136,1.173
1.615,0.245,0.128,0.932,0.972
1.617,0.154,0.114,1.065,1.082
1.620,0.262,0.026,1.029,1.062
1.631,0.321,0.022,0.826,0.887
1.631,0.266,-0.050,0.720,0.770
1.632,0.249,-0.079,0.923,0.960
1.632,0.156,-0.133,0.855,0.879
1.638,0.228,-0.199,0.732,0.792
1.639,0.228,-0.154,0.795,0.841
1.640,-0.094,-0.111,1.265,1.273
1.663,0.049,-0.094,1.096,1.101
1.664,0.001,-0.080,0.942,0.946
1.664,-0.150,-0.127,1.421,1.434
