time,x,y,z,abs avg
1.622,0.473,-0.019,0.912,0.468
1.622,0.312,0.078,0.837,0.409
1.635,0.025,0.639,0.742,0.468667
1.636,-0.073,0.817,0.349,0.413
1.636,0.575,-0.319,0.877,0.590333
1.636,0.558,-0.119,0.627,0.434667
1.636,0.321,0.062,0.885,0.422667
1.637,0.258,0.413,0.894,0.521667
1.638,0.332,0.495,0.857,0.561333
1.643,0.248,0.331,1.079,0.552667
1.643,0.233,0.195,1.043,0.490333
1.644,0.253,0.233,1.070,0.518667
1.647,0.122,0.483,1.260,0.621667
1.649,0.346,0.438,0.993,0.592333
1.652,0.441,0.244,0.918,0.534333
1.654,0.305,0.239,0.894,0.479333
1.657,0.257,0.338,0.878,0.491
1.667,0.202,0.283,0.718,0.401
1.668,0.142,0.122,0.740,0.334667
1.668,0.111,0.082,0.822,0.338333
1.668,0.064,0.175,0.884,0.374333
1.670,0.002,0.275,1.101,0.459333
1.672,0.099,0.390,0.924,0.471
1.675,0.029,0.457,1.091,0.525667
1.676,-0.049,0.541,1.131,0.573667
1.678,-0.102,0.521,1.143,0.588667
1.682,-0.223,0.481,1.234,0.646
1.683,-0.198,0.433,1.203,0.611333
1.686,-0.248,0.433,1.221,0.634
1.690,-0.310,0.442,1.296,0.682667
1.692,-0.227,0.487,1.186,0.633333
1.693,-0.167,0.506,1.101,0.591333
1.695,-0.210,0.512,1.126,0.616
1.699,-0.151,0.492,1.019,0.554
1.701,-0.162,0.506,0.967,0.545
1.703,-0.141,0.458,0.970,0.523
1.705,-0.099,0.433,0.926,0.486
1.710,-0.137,0.467,0.931,0.511667
1.710,-0.060,0.372,0.977,0.469667
1.713,-0.054,0.402,0.902,0.452667
1.716,-0.104,0.385,1.051,0.513333
1.718,0.025,0.268,1.037,0.443333
1.720,0.024,0.369,1.033,0.475333
1.723,-0.019,0.407,1.121,0.515667
1.725,0.071,0.360,1.121,0.517333
1.728,0.102,0.419,1.100,0.540333
1.730,0.112,0.362,1.088,0.520667
1.733,0.171,0.272,1.089,0.510667
1.735,0.125,0.352,1.059,0.512
1.737,0.131,0.292,1.086,0.503
1.740,0.194,0.227,0.989,0.47
1.742,0.161,0.217,0.967,0.448333
1.745,0.161,0.146,1.001,0.436
1.748,0.168,0.179,0.943,0.43
1.751,0.162,0.172,0.926,0.42
1.753,0.155,0.144,0.927,0.408667
1.755,0.158,0.156,0.884,0.399333
1.757,0.154,0.138,0.879,0.390333
1.760,0.167,0.106,0.887,0.386667
1.763,0.210,0.065,0.851,0.375333
1.765,0.217,0.044,0.891,0.384
1.770,0.214,0.068,0.879,0.387
1.770,0.317,0.131,0.764,0.404
1.775,0.260,-0.017,0.906,0.394333
1.776,0.262,0.013,1.021,0.432
1.777,0.452,0.168,0.688,0.436
1.780,0.356,0.139,0.801,0.432
1.782,0.329,0.026,0.966,0.440333
1.785,0.464,-0.051,0.824,0.446333
1.788,0.396,-0.019,0.992,0.469
1.791,0.544,0.221,0.645,0.47
1.793,0.399,-0.129,0.925,0.484333
1.794,0.195,-0.102,1.054,0.450333
1.798,0.444,0.013,0.829,0.428667
1.799,0.434,0.117,0.813,0.454667
1.802,0.332,-0.201,0.890,0.474333
1.804,0.174,-0.293,0.996,0.487667
1.810,0.389,-0.183,1.066,0.546
1.811,0.465,-0.083,0.856,0.468
1.812,0.417,-0.186,0.996,0.533
1.815,0.403,-0.132,0.720,0.418333
1.817,0.179,-0.116,1.007,0.434
1.819,0.850,0.419,0.386,0.551667
1.825,0.555,0.047,0.631,0.411
1.826,0.151,0.056,1.095,0.434
1.826,0.399,-0.026,0.542,0.322333
1.830,0.451,0.061,0.852,0.454667
1.832,0.544,-0.148,0.873,0.521667
1.834,0.420,-0.200,0.499,0.373
1.836,-0.074,-0.168,1.125,0.455667
1.841,0.568,-0.065,0.789,0.474
1.842,0.507,-0.207,0.612,0.442
1.843,0.265,-0.143,0.888,0.432
1.847,0.177,-0.022,0.970,0.389667
1.849,0.365,-0.022,0.861,0.416
1.850,0.217,-0.081,1.087,0.461667
1.853,0.452,0.047,0.868,0.455667
1.859,0.318,-0.060,0.992,0.456667
1.859,0.145,-0.076,1.198,0.473
1.861,0.225,0.066,1.092,0.461
1.864,0.337,0.033,0.952,0.440667
1.866,0.119,0.075,1.343,0.512333
1.868,0.129,0.142,1.064,0.445
1.871,0.168,0.324,1.232,0.574667
1.875,0.053,0.283,1.154,0.496667
1.876,0.121,0.251,1.064,0.478667
1.878,-0.046,0.209,1.121,0.458667
1.881,-0.008,0.181,1.062,0.417
1.885,-0.077,0.169,1.014,0.42
1.885,-0.063,0.104,0.971,0.379333
1.887,-0.157,0.138,0.992,0.429
1.891,-0.023,0.205,0.854,0.360667
1.893,-0.113,0.208,0.885,0.402
1.895,-0.038,0.252,0.787,0.359
1.898,-0.087,0.242,0.783,0.370667
1.900,0.012,0.264,0.709,0.328333
1.902,-0.044,0.179,0.735,0.319333
1.918,0.000,0.163,0.745,0.302667
1.919,0.054,0.139,0.781,0.324667
1.919,0.115,0.124,0.805,0.348
1.919,0.108,0.115,0.932,0.385
1.920,0.152,0.119,0.903,0.391333
1.920,0.102,0.129,1.087,0.439333
1.920,0.209,0.171,1.036,0.472
1.931,0.219,0.136,1.113,0.489333
1.931,0.256,0.142,1.175,0.524333
1.931,0.268,0.139,1.160,0.522333
1.932,0.262,0.161,1.201,0.541333
1.932,0.328,0.165,1.160,0.551
1.934,0.345,0.136,1.135,0.538667
1.936,0.365,0.178,1.170,0.571
1.942,0.412,0.215,1.075,0.567333
1.943,0.408,0.246,1.107,0.587
1.944,0.436,0.253,1.066,0.585
1.947,0.449,0.234,1.031,0.571333
1.950,0.410,0.229,1.049,0.562667
1.954,0.422,0.195,1.015,0.544
1.954,0.368,0.180,1.014,0.520667
1.959,0.383,0.170,0.991,0.514667
1.960,0.355,0.159,0.985,0.499667
1.961,0.371,0.131,0.956,0.486
1.963,0.327,0.080,0.935,0.447333
1.966,0.300,0.007,0.934,0.413667
1.968,0.282,-0.048,0.902,0.410667
1.970,0.243,-0.083,0.897,0.407667
1.973,0.232,-0.128,0.886,0.415333
1.976,0.238,-0.144,0.826,0.402667
1.978,0.199,-0.154,0.860,0.404333
1.981,0.220,-0.164,0.797,0.393667
1.983,0.165,-0.192,0.812,0.389667
1.986,0.166,-0.210,0.832,0.402667
1.992,0.160,-0.207,0.794,0.387
1.993,0.106,-0.206,0.872,0.394667
1.994,0.136,-0.187,0.849,0.390667
1.996,0.110,-0.175,0.870,0.385
1.998,0.101,-0.150,0.941,0.397333
2.001,0.118,-0.108,0.890,0.372
2.003,0.082,-0.103,0.952,0.379
2.006,0.078,-0.068,0.962,0.369333
2.008,0.096,-0.031,0.949,0.358667
2.011,0.098,0.022,0.983,0.367667
2.013,0.117,0.044,0.959,0.373333
2.015,0.106,0.040,0.985,0.377
2.018,0.141,0.023,0.970,0.378
2.020,0.091,0.043,0.985,0.373
2.023,0.119,0.057,0.965,0.380333
2.025,0.096,0.043,0.966,0.368333
2.028,0.092,0.043,0.985,0.373333
2.031,0.128,0.053,0.937,0.372667
2.033,0.091,0.039,0.986,0.372
2.035,0.110,0.058,0.964,0.377333
2.037,0.135,0.037,0.922,0.364667
2.040,0.097,0.016,1.001,0.371333
2.043,0.130,0.036,0.956,0.374
2.046,0.169,0.024,0.931,0.374667
2.047,0.094,0.029,0.953,0.358667
2.050,0.212,0.086,0.835,0.377667
2.053,0.214,0.074,0.643,0.310333
2.055,0.199,0.261,1.003,0.487667
2.057,0.293,0.140,0.788,0.407
2.060,0.049,0.063,0.871,0.327667
2.062,0.221,0.117,1.066,0.468
2.065,0.296,0.252,0.763,0.437
2.067,0.220,0.021,1.027,0.422667
2.070,0.100,-0.007,1.053,0.386667
2.073,0.364,0.035,0.966,0.455
2.075,0.308,0.166,0.903,0.459
2.078,0.252,0.098,1.021,0.457
2.080,0.350,0.177,0.897,0.474667
2.082,0.372,0.212,0.884,0.489333
2.085,0.334,0.234,1.074,0.547333
2.087,0.459,0.284,0.805,0.516
2.090,0.357,0.188,1.053,0.532667
2.092,0.367,0.211,1.041,0.539667
2.094,0.464,0.212,0.944,0.54
2.096,0.336,0.185,1.082,0.534333
2.098,0.375,0.215,1.091,0.560333
2.102,0.383,0.272,1.021,0.558667
2.103,0.321,0.275,1.134,0.576667
2.112,0.340,0.298,1.039,0.559
2.113,0.319,0.254,1.022,0.531667
2.113,0.249,0.262,1.067,0.526
2.120,0.299,0.263,0.937,0.499667
2.121,0.231,0.229,0.958,0.472667
2.121,0.218,0.202,0.946,0.455333
2.122,0.222,0.209,0.843,0.424667
2.126,0.186,0.196,0.868,0.416667
2.127,0.176,0.187,0.858,0.407
2.129,0.188,0.174,0.795,0.385667
2.131,0.143,0.179,0.848,0.39
2.133,0.168,0.176,0.810,0.384667
2.136,0.172,0.151,0.781,0.368
2.139,0.173,0.123,0.844,0.38
2.141,0.241,0.142,0.789,0.390667
2.144,0.228,0.134,0.821,0.394333
2.146,0.233,0.108,0.884,0.408333
2.148,0.289,0.118,0.824,0.410333
2.164,0.270,0.121,0.888,0.426333
2.165,0.279,0.136,0.927,0.447333
2.165,0.324,0.125,0.891,0.446667
2.165,0.311,0.109,0.965,0.461667
2.165,0.325,0.127,0.972,0.474667
2.165,0.355,0.136,0.970,0.487
2.167,0.360,0.142,0.988,0.496667
2.168,0.362,0.133,1.000,0.498333
2.170,0.363,0.138,0.991,0.497333
2.173,0.360,0.137,1.014,0.503667
2.175,0.378,0.141,0.986,0.501667
2.177,0.376,0.134,0.991,0.500333
2.180,0.374,0.143,1.004,0.507
2.182,0.395,0.167,0.972,0.511333
2.185,0.401,0.178,0.982,0.520333
2.188,0.389,0.185,0.979,0.517667
2.191,0.392,0.200,0.952,0.514667
2.192,0.374,0.215,0.960,0.516333
2.194,0.362,0.219,0.952,0.511
2.197,0.347,0.220,0.934,0.500333
2.201,0.323,0.196,0.938,0.485667
2.203,0.303,0.182,0.937,0.474
2.207,0.298,0.176,0.918,0.464
2.207,0.279,0.158,0.919,0.452
2.209,0.270,0.144,0.915,0.443
2.212,0.251,0.121,0.914,0.428667
2.215,0.231,0.100,0.914,0.415
2.217,0.221,0.079,0.905,0.401667
2.219,0.211,0.063,0.900,0.391333
2.222,0.199,0.050,0.909,0.386
2.224,0.201,0.046,0.897,0.381333
2.227,0.195,0.046,0.898,0.379667
2.230,0.201,0.056,0.902,0.386333
2.232,0.208,0.059,0.905,0.390667
2.235,0.200,0.067,0.920,0.395667
2.237,0.206,0.075,0.927,0.402667
2.239,0.209,0.084,0.936,0.409667
2.242,0.211,0.102,0.944,0.419
2.244,0.227,0.112,0.952,0.430333
2.247,0.236,0.119,0.962,0.439
2.249,0.251,0.125,0.966,0.447333
2.251,0.249,0.140,0.962,0.450333
2.254,0.252,0.154,0.975,0.460333
2.257,0.258,0.175,0.976,0.469667
2.259,0.262,0.198,0.971,0.477
2.262,0.264,0.208,0.970,0.480667
2.264,0.267,0.215,0.967,0.483
2.266,0.261,0.223,0.980,0.488
2.269,0.265,0.220,0.981,0.488667
2.272,0.266,0.227,0.981,0.491333
2.275,0.265,0.228,0.991,0.494667
2.276,0.259,0.234,0.990,0.494333
2.279,0.257,0.232,0.986,0.491667
2.281,0.260,0.232,0.988,0.493333
2.284,0.257,0.229,0.996,0.494
2.285,0.260,0.230,0.991,0.493667
2.290,0.249,0.217,0.987,0.484333
2.292,0.231,0.204,0.995,0.476667
2.294,0.233,0.186,0.978,0.465667
2.296,0.237,0.175,0.959,0.457
2.298,0.233,0.161,0.961,0.451667
2.301,0.218,0.149,0.969,0.445333
2.303,0.214,0.138,0.961,0.437667
2.312,0.223,0.129,0.948,0.433333
2.312,0.216,0.124,0.936,0.425333
2.313,0.201,0.117,0.948,0.422
2.314,0.205,0.112,0.947,0.421333
2.316,0.212,0.108,0.939,0.419667
2.318,0.217,0.101,0.938,0.418667
2.320,0.217,0.083,0.940,0.413333
2.324,0.204,0.114,0.950,0.422667
2.325,0.231,0.141,0.912,0.428
2.328,0.221,0.134,0.940,0.431667
2.329,0.225,0.140,0.956,0.440333
2.333,0.244,0.155,0.930,0.443
2.335,0.240,0.144,0.954,0.446
2.339,0.239,0.143,0.963,0.448333
2.340,0.258,0.128,0.940,0.442
2.342,0.228,0.120,0.967,0.438333
2.345,0.242,0.114,0.964,0.44
2.347,0.259,0.112,0.937,0.436
2.350,0.261,0.115,0.946,0.440667
2.352,0.257,0.116,0.944,0.439
2.356,0.259,0.133,0.923,0.438333
2.357,0.263,0.142,0.929,0.444667
2.359,0.270,0.133,0.914,0.439
2.363,0.265,0.141,0.916,0.440667
2.365,0.267,0.150,0.915,0.444
2.367,0.270,0.158,0.895,0.441
2.370,0.268,0.163,0.912,0.447667
2.373,0.266,0.166,0.911,0.447667
2.375,0.262,0.175,0.913,0.45
2.377,0.257,0.175,0.927,0.453
2.382,0.255,0.177,0.927,0.453
2.382,0.251,0.175,0.929,0.451667
2.384,0.246,0.168,0.940,0.451333
2.386,0.249,0.165,0.939,0.451
2.390,0.252,0.164,0.934,0.45
2.391,0.248,0.158,0.938,0.448
2.395,0.252,0.157,0.928,0.445667
2.407,0.257,0.165,0.924,0.448667
2.407,0.258,0.177,0.925,0.453333
2.407,0.264,0.182,0.909,0.451667
2.407,0.262,0.190,0.912,0.454667
2.407,0.265,0.190,0.901,0.452
2.412,0.268,0.200,0.900,0.456
2.413,0.263,0.200,0.907,0.456667
2.414,0.258,0.204,0.900,0.454
2.416,0.258,0.205,0.907,0.456667
2.418,0.249,0.207,0.911,0.455667
2.421,0.249,0.208,0.913,0.456667
2.423,0.245,0.201,0.911,0.452333
2.425,0.244,0.191,0.915,0.45
2.429,0.243,0.190,0.916,0.449667
2.431,0.248,0.185,0.912,0.448333
2.434,0.251,0.182,0.911,0.448
2.437,0.255,0.181,0.910,0.448667
2.438,0.261,0.181,0.909,0.450333
2.441,0.255,0.174,0.918,0.449
2.443,0.256,0.177,0.908,0.447
2.445,0.254,0.176,0.909,0.446333
2.448,0.247,0.173,0.916,0.445333
2.451,0.245,0.175,0.911,0.443667
2.453,0.245,0.167,0.914,0.442
2.456,0.236,0.162,0.923,0.440333
2.458,0.236,0.161,0.919,0.438667
2.460,0.233,0.157,0.925,0.438333
2.463,0.233,0.150,0.924,0.435667
2.466,0.229,0.147,0.925,0.433667
2.468,0.228,0.143,0.926,0.432333
2.470,0.235,0.148,0.921,0.434667
2.473,0.233,0.149,0.924,0.435333
2.475,0.234,0.151,0.930,0.438333
2.478,0.228,0.155,0.931,0.438
2.480,0.227,0.164,0.931,0.440667
2.482,0.223,0.164,0.941,0.442667
2.486,0.222,0.168,0.946,0.445333
2.491,0.219,0.174,0.953,0.448667
2.491,0.216,0.177,0.959,0.450667
2.495,0.208,0.179,0.967,0.451333
2.495,0.205,0.184,0.961,0.45
2.497,0.206,0.184,0.971,0.453667
2.500,0.205,0.194,0.967,0.455333
2.502,0.203,0.194,0.969,0.455333
2.505,0.200,0.194,0.970,0.454667
2.507,0.201,0.199,0.969,0.456333
2.509,0.196,0.205,0.977,0.459333
2.512,0.195,0.210,0.976,0.460333
2.514,0.193,0.207,0.974,0.458
2.517,0.193,0.206,0.978,0.459
2.520,0.192,0.207,0.972,0.457
2.523,0.188,0.208,0.971,0.455667
2.524,0.182,0.210,0.972,0.454667
2.527,0.188,0.213,0.968,0.456333
2.530,0.185,0.208,0.967,0.453333
2.532,0.178,0.203,0.965,0.448667
2.534,0.176,0.199,0.962,0.445667
2.542,0.172,0.192,0.959,0.441
2.543,0.177,0.193,0.954,0.441333
2.543,0.183,0.194,0.944,0.440333
2.544,0.187,0.187,0.949,0.441
2.549,0.197,0.188,0.943,0.442667
2.551,0.201,0.185,0.937,0.441
2.552,0.204,0.179,0.940,0.441
2.557,0.214,0.174,0.920,0.436
2.558,0.219,0.173,0.924,0.438667
2.561,0.219,0.171,0.922,0.437333
2.562,0.229,0.166,0.924,0.439667
2.564,0.238,0.162,0.934,0.444667
2.568,0.237,0.157,0.939,0.444333
2.569,0.237,0.157,0.933,0.442333
2.573,0.242,0.157,0.937,0.445333
2.574,0.248,0.160,0.934,0.447333
2.576,0.250,0.156,0.936,0.447333
2.579,0.254,0.158,0.942,0.451333
2.580,0.257,0.151,0.945,0.451
2.584,0.264,0.156,0.937,0.452333
2.589,0.266,0.154,0.940,0.453333
2.590,0.273,0.157,0.928,0.452667
2.591,0.280,0.153,0.924,0.452333
2.593,0.280,0.149,0.929,0.452667
2.596,0.285,0.151,0.923,0.453
2.598,0.287,0.148,0.921,0.452
2.600,0.285,0.142,0.915,0.447333
2.603,0.282,0.140,0.918,0.446667
2.612,0.282,0.131,0.917,0.443333
2.613,0.276,0.127,0.918,0.440333
2.613,0.277,0.122,0.916,0.438333
2.613,0.275,0.120,0.921,0.438667
2.622,0.265,0.117,0.919,0.433667
2.623,0.255,0.112,0.919,0.428667
2.623,0.254,0.112,0.916,0.427333
2.623,0.248,0.109,0.923,0.426667
2.628,0.244,0.107,0.922,0.424333
2.629,0.239,0.106,0.913,0.419333
2.630,0.233,0.101,0.920,0.418
2.633,0.235,0.104,0.917,0.418667
2.635,0.234,0.105,0.919,0.419333
2.638,0.228,0.106,0.918,0.417333
2.640,0.226,0.109,0.919,0.418
2.652,0.227,0.119,0.927,0.424333
2.653,0.230,0.122,0.926,0.426
2.653,0.224,0.127,0.930,0.427
2.654,0.219,0.130,0.939,0.429333
2.654,0.219,0.131,0.944,0.431333
2.654,0.211,0.134,0.949,0.431333
2.660,0.211,0.140,0.960,0.437
2.660,0.209,0.137,0.969,0.438333
2.662,0.204,0.141,0.973,0.439333
2.664,0.199,0.142,0.980,0.440333
2.666,0.194,0.143,0.989,0.442
2.669,0.189,0.147,0.990,0.442
2.673,0.181,0.149,0.993,0.441
2.674,0.177,0.150,0.996,0.441
2.678,0.175,0.152,0.997,0.441333
2.680,0.167,0.148,0.999,0.438
2.682,0.163,0.147,1.002,0.437333
2.685,0.159,0.144,1.001,0.434667
2.690,0.153,0.144,0.998,0.431667
2.691,0.155,0.146,0.992,0.431
2.691,0.148,0.144,0.993,0.428333
2.693,0.146,0.142,0.992,0.426667
2.696,0.148,0.143,0.983,0.424667
2.699,0.135,0.141,0.978,0.418
2.701,0.129,0.140,0.978,0.415667
2.704,0.128,0.142,0.984,0.418
2.706,0.141,0.148,0.973,0.420667
2.708,0.134,0.141,0.972,0.415667
2.711,0.137,0.146,0.973,0.418667
2.713,0.141,0.149,0.965,0.418333
2.716,0.136,0.151,0.969,0.418667
2.718,0.146,0.155,0.967,0.422667
2.720,0.155,0.157,0.960,0.424
2.723,0.156,0.161,0.968,0.428333
2.726,0.164,0.165,0.959,0.429333
2.728,0.164,0.165,0.967,0.432
2.730,0.171,0.174,0.967,0.437333
2.733,0.181,0.169,0.963,0.437667
2.735,0.182,0.166,0.966,0.438
2.738,0.192,0.175,0.961,0.442667
2.740,0.204,0.173,0.949,0.442
2.743,0.204,0.171,0.959,0.444667
2.746,0.212,0.172,0.956,0.446667
2.749,0.225,0.169,0.946,0.446667
2.750,0.233,0.165,0.952,0.45
2.752,0.239,0.159,0.949,0.449
2.755,0.249,0.159,0.943,0.450333
2.757,0.253,0.157,0.938,0.449333
2.760,0.264,0.156,0.931,0.450333
2.763,0.268,0.158,0.930,0.452
2.765,0.270,0.158,0.931,0.453
2.768,0.275,0.158,0.924,0.452333
2.771,0.279,0.155,0.919,0.451
2.772,0.284,0.154,0.921,0.453
2.774,0.285,0.155,0.914,0.451333
2.777,0.291,0.155,0.916,0.454
2.779,0.294,0.157,0.909,0.453333
2.782,0.298,0.159,0.901,0.452667
2.784,0.296,0.153,0.910,0.453
2.787,0.303,0.158,0.899,0.453333
2.791,0.299,0.159,0.899,0.452333
2.792,0.300,0.157,0.902,0.453
2.795,0.300,0.160,0.895,0.451667
2.798,0.296,0.160,0.900,0.452
2.801,0.304,0.163,0.906,0.457667
2.803,0.303,0.157,0.907,0.455667
2.811,0.295,0.157,0.910,0.454
2.811,0.304,0.160,0.910,0.458
2.812,0.301,0.163,0.908,0.457333
2.812,0.300,0.162,0.911,0.457667
2.817,0.308,0.163,0.909,0.46
2.817,0.305,0.168,0.909,0.460667
2.820,0.301,0.174,0.913,0.462667
2.826,0.299,0.177,0.923,0.466333
2.827,0.301,0.182,0.923,0.468667
2.827,0.296,0.175,0.928,0.466333
2.829,0.292,0.181,0.941,0.471333
2.833,0.292,0.185,0.939,0.472
2.833,0.290,0.180,0.938,0.469333
2.836,0.290,0.185,0.936,0.470333
2.839,0.294,0.186,0.928,0.469333
2.841,0.294,0.186,0.938,0.472667
2.844,0.304,0.187,0.928,0.473
2.848,0.303,0.185,0.918,0.468667
2.850,0.304,0.185,0.920,0.469667
2.851,0.309,0.172,0.920,0.467
2.853,0.311,0.171,0.909,0.463667
2.856,0.312,0.168,0.916,0.465333
2.858,0.323,0.147,0.910,0.46
2.860,0.296,0.166,0.933,0.465
2.863,0.317,0.174,0.882,0.457667
2.866,0.295,0.153,0.940,0.462667
2.868,0.303,0.141,0.951,0.465
2.873,0.293,0.175,0.927,0.465
2.874,0.297,0.149,0.938,0.461333
2.876,0.269,0.160,0.962,0.463667
2.879,0.298,0.137,0.927,0.454
2.882,0.276,0.145,0.931,0.450667
2.883,0.279,0.140,0.944,0.454333
2.893,0.283,0.155,0.923,0.453667
2.907,0.285,0.141,0.916,0.447333
2.908,0.279,0.161,0.909,0.449667
2.908,0.283,0.174,0.902,0.453
2.908,0.276,0.186,0.902,0.454667
2.908,0.289,0.188,0.889,0.455333
2.908,0.273,0.183,0.893,0.449667
2.908,0.269,0.194,0.914,0.459
2.909,0.271,0.193,0.901,0.455
2.909,0.268,0.193,0.919,0.46
2.911,0.271,0.197,0.926,0.464667
2.912,0.268,0.207,0.917,0.464
2.916,0.265,0.213,0.930,0.469333
2.918,0.274,0.223,0.922,0.473
2.920,0.291,0.232,0.915,0.479333
2.922,0.271,0.193,0.924,0.462667
2.924,0.284,0.193,0.935,0.470667
2.927,0.309,0.213,0.922,0.481333
2.930,0.283,0.198,0.908,0.463
2.932,0.303,0.193,0.941,0.479
2.935,0.306,0.189,0.907,0.467333
2.938,0.298,0.194,0.945,0.479
2.939,0.330,0.174,0.884,0.462667
2.941,0.285,0.195,0.931,0.470333
2.944,0.297,0.183,0.945,0.475
2.947,0.311,0.181,0.898,0.463333
2.949,0.297,0.170,0.935,0.467333
2.951,0.294,0.176,0.920,0.463333
2.954,0.288,0.183,0.934,0.468333
2.956,0.297,0.182,0.906,0.461667
2.959,0.304,0.189,0.929,0.474
2.961,0.295,0.201,0.915,0.470333
2.964,0.291,0.203,0.934,0.476
2.966,0.309,0.209,0.914,0.477333
2.970,0.319,0.208,0.914,0.480333
2.971,0.299,0.212,0.931,0.480667
2.974,0.311,0.209,0.922,0.480667
2.976,0.318,0.199,0.920,0.479
2.978,0.312,0.195,0.926,0.477667
2.981,0.316,0.185,0.920,0.473667
2.983,0.311,0.177,0.921,0.469667
2.986,0.316,0.163,0.919,0.466
2.988,0.317,0.161,0.905,0.461
2.991,0.305,0.158,0.924,0.462333
2.993,0.315,0.153,0.913,0.460333
2.996,0.311,0.155,0.900,0.455333
2.998,0.310,0.163,0.901,0.458
3.001,0.314,0.166,0.896,0.458667
3.006,0.309,0.165,0.903,0.459
3.006,0.309,0.171,0.899,0.459667
3.008,0.313,0.181,0.894,0.462667
3.011,0.313,0.180,0.901,0.464667
3.013,0.311,0.191,0.895,0.465667
3.015,0.319,0.207,0.890,0.472
3.018,0.323,0.226,0.889,0.479333
3.020,0.325,0.249,0.882,0.485333
3.023,0.333,0.273,0.876,0.494
3.025,0.335,0.291,0.875,0.500333
3.028,0.343,0.313,0.864,0.506667
3.030,0.344,0.330,0.859,0.511
3.033,0.348,0.346,0.868,0.520667
3.036,0.353,0.362,0.860,0.525
3.037,0.351,0.371,0.870,0.530667
3.040,0.349,0.366,0.882,0.532333
3.043,0.344,0.364,0.891,0.533
3.045,0.336,0.351,0.906,0.531
3.048,0.341,0.335,0.919,0.531667
3.050,0.331,0.315,0.926,0.524
3.053,0.329,0.291,0.936,0.518667
3.056,0.331,0.270,0.939,0.513333
3.058,0.321,0.248,0.946,0.505
3.060,0.324,0.238,0.949,0.503667
3.062,0.331,0.229,0.949,0.503
3.065,0.335,0.223,0.938,0.498667
3.067,0.334,0.214,0.941,0.496333
3.071,0.340,0.211,0.923,0.491333
3.072,0.342,0.213,0.917,0.490667
3.075,0.348,0.196,0.922,0.488667
3.077,0.356,0.189,0.913,0.486
3.079,0.363,0.206,0.901,0.49
3.082,0.367,0.218,0.890,0.491667
3.085,0.364,0.220,0.899,0.494333
3.089,0.369,0.222,0.901,0.497333
3.089,0.372,0.221,0.900,0.497667
3.093,0.377,0.228,0.902,0.502333
3.095,0.372,0.241,0.899,0.504
3.098,0.374,0.247,0.902,0.507667
3.099,0.380,0.250,0.899,0.509667
3.105,0.387,0.253,0.899,0.513
3.105,0.383,0.260,0.901,0.514667
3.107,0.381,0.265,0.911,0.519
3.109,0.378,0.249,0.918,0.515
3.113,0.375,0.237,0.916,0.509333
3.115,0.368,0.224,0.931,0.507667
3.117,0.364,0.205,0.926,0.498333
3.125,0.358,0.188,0.926,0.490667
3.125,0.350,0.173,0.929,0.484
3.125,0.346,0.160,0.923,0.476333
3.132,0.347,0.139,0.917,0.467667
3.132,0.341,0.133,0.919,0.464333
3.132,0.343,0.122,0.915,0.46
3.146,0.338,0.104,0.911,0.451
3.146,0.337,0.086,0.911,0.444667
3.147,0.330,0.076,0.909,0.438333
3.147,0.326,0.066,0.914,0.435333
3.147,0.328,0.057,0.912,0.432333
3.147,0.323,0.049,0.918,0.43
3.150,0.324,0.050,0.928,0.434
3.157,0.336,0.050,0.921,0.435667
3.158,0.339,0.050,0.917,0.435333
3.158,0.347,0.055,0.913,0.438333
3.158,0.351,0.050,0.911,0.437333
3.161,0.356,0.050,0.915,0.440333
3.163,0.359,0.046,0.912,0.439
3.167,0.360,0.049,0.911,0.44
3.167,0.360,0.060,0.900,0.44
3.171,0.360,0.067,0.906,0.444333
3.173,0.362,0.074,0.903,0.446333
3.175,0.365,0.080,0.902,0.449
3.178,0.365,0.079,0.909,0.451
3.181,0.363,0.085,0.904,0.450667
3.183,0.352,0.087,0.920,0.453
3.186,0.355,0.086,0.926,0.455667
3.187,0.350,0.080,0.934,0.454667
3.190,0.338,0.081,0.935,0.451333
3.192,0.343,0.086,0.942,0.457
3.195,0.346,0.083,0.946,0.458333
3.197,0.342,0.085,0.955,0.460667
3.199,0.338,0.090,0.959,0.462333
3.203,0.350,0.096,0.941,0.462333
3.204,0.356,0.093,0.936,0.461667
3.208,0.348,0.086,0.942,0.458667
3.210,0.344,0.079,0.943,0.455333
3.212,0.349,0.080,0.937,0.455333
3.214,0.347,0.073,0.938,0.452667
3.217,0.342,0.073,0.948,0.454333
3.220,0.340,0.071,0.948,0.453
3.222,0.331,0.074,0.952,0.452333
3.224,0.343,0.072,0.943,0.452667
3.227,0.340,0.068,0.949,0.452333
3.230,0.334,0.065,0.954,0.451
3.232,0.349,0.056,0.931,0.445333
3.234,0.343,0.060,0.941,0.448
3.237,0.330,0.065,0.965,0.453333
3.239,0.332,0.059,0.958,0.449667
3.242,0.325,0.056,0.957,0.446
3.244,0.314,0.071,0.964,0.449667
3.247,0.294,0.076,0.984,0.451333
3.249,0.289,0.075,0.977,0.447
3.253,0.288,0.080,0.974,0.447333
3.255,0.284,0.100,0.959,0.447667
3.256,0.284,0.109,0.955,0.449333
3.259,0.294,0.116,0.936,0.448667
3.262,0.301,0.127,0.925,0.451
3.264,0.281,0.141,0.930,0.450667
3.267,0.280,0.147,0.928,0.451667
