time,x,y,z,gforce
0.285,0.230,-0.104,0.955,0.988
0.287,0.222,-0.105,0.958,0.989
0.290,0.225,-0.105,0.959,0.991
0.292,0.225,-0.107,0.957,0.989
0.295,0.230,-0.111,0.960,0.994
0.297,0.223,-0.113,0.962,0.994
0.299,0.226,-0.112,0.959,0.992
0.302,0.221,-0.111,0.961,0.992
0.304,0.220,-0.107,0.962,0.993
0.307,0.218,-0.108,0.959,0.990
0.309,0.221,-0.103,0.955,0.985
0.312,0.218,-0.105,0.962,0.992
0.315,0.219,-0.101,0.964,0.994
0.317,0.219,-0.103,0.958,0.989
0.319,0.216,-0.102,0.958,0.988
0.321,0.217,-0.101,0.958,0.987
0.324,0.216,-0.100,0.960,0.989
0.326,0.214,-0.103,0.959,0.987
0.337,0.209,-0.100,0.962,0.989
0.338,0.213,-0.094,0.964,0.992
0.338,0.215,-0.097,0.958,0.987
0.338,0.215,-0.091,0.957,0.985
0.339,0.215,-0.090,0.957,0.985
0.342,0.215,-0.094,0.952,0.981
0.344,0.220,-0.095,0.952,0.981
0.348,0.222,-0.092,0.948,0.978
0.349,0.219,-0.098,0.947,0.977
0.353,0.220,-0.097,0.950,0.980
0.354,0.224,-0.103,0.947,0.979
0.356,0.228,-0.105,0.944,0.977
0.359,0.227,-0.105,0.951,0.983
0.365,0.227,-0.106,0.953,0.986
0.366,0.229,-0.111,0.952,0.986
0.367,0.229,-0.116,0.954,0.988
0.369,0.234,-0.114,0.950,0.986
0.371,0.231,-0.117,0.958,0.993
0.373,0.228,-0.120,0.966,1.000
0.376,0.233,-0.124,0.964,1.000
0.378,0.231,-0.124,0.964,0.999
0.383,0.232,-0.125,0.965,1.000
0.384,0.232,-0.125,0.963,0.998
0.386,0.228,-0.128,0.965,1.000
0.389,0.228,-0.126,0.969,1.004
0.391,0.227,-0.121,0.966,0.999
0.393,0.227,-0.120,0.960,0.994
0.398,0.224,-0.117,0.962,0.994
0.398,0.226,-0.116,0.962,0.995
0.401,0.225,-0.112,0.958,0.991
0.404,0.223,-0.110,0.961,0.993
0.406,0.223,-0.111,0.955,0.987
0.409,0.227,-0.102,0.955,0.987
0.411,0.220,-0.107,0.953,0.984
0.416,0.222,-0.103,0.950,0.981
0.416,0.224,-0.101,0.951,0.982
0.418,0.224,-0.102,0.947,0.978
0.422,0.223,-0.099,0.945,0.976
0.423,0.226,-0.095,0.946,0.977
0.426,0.225,-0.093,0.950,0.980
0.428,0.227,-0.092,0.952,0.983
0.432,0.228,-0.091,0.947,0.978
0.433,0.229,-0.087,0.952,0.983
0.436,0.229,-0.090,0.948,0.979
0.439,0.230,-0.090,0.945,0.977
0.440,0.227,-0.088,0.954,0.985
0.442,0.231,-0.088,0.952,0.984
0.444,0.231,-0.087,0.952,0.983
0.456,0.228,-0.087,0.951,0.982
0.456,0.230,-0.089,0.949,0.981
0.457,0.229,-0.090,0.950,0.981
0.457,0.231,-0.089,0.954,0.985
0.476,0.231,-0.093,0.954,0.986
0.476,0.232,-0.093,0.960,0.992
0.476,0.229,-0.093,0.960,0.992
0.476,0.230,-0.098,0.959,0.991
0.477,0.231,-0.099,0.964,0.996
0.477,0.228,-0.107,0.960,0.992
0.477,0.227,-0.108,0.959,0.991
0.478,0.232,-0.108,0.963,0.996
0.478,0.232,-0.115,0.963,0.997
0.489,0.230,-0.118,0.963,0.997
0.490,0.229,-0.116,0.961,0.994
0.490,0.231,-0.118,0.958,0.992
0.490,0.230,-0.119,0.960,0.994
0.490,0.230,-0.117,0.962,0.996
0.492,0.229,-0.115,0.959,0.992
0.495,0.229,-0.112,0.961,0.994
0.497,0.233,-0.109,0.957,0.991
0.499,0.231,-0.107,0.960,0.993
0.501,0.233,-0.105,0.956,0.990
0.503,0.235,-0.106,0.955,0.990
0.505,0.232,-0.107,0.948,0.982
0.509,0.230,-0.102,0.949,0.982
0.512,0.235,-0.102,0.951,0.985
0.514,0.232,-0.099,0.947,0.980
0.516,0.231,-0.103,0.945,0.978
0.519,0.233,-0.101,0.946,0.979
0.521,0.234,-0.101,0.944,0.978
0.523,0.231,-0.100,0.943,0.976
0.526,0.229,-0.099,0.947,0.979
0.528,0.226,-0.101,0.945,0.977
0.531,0.223,-0.100,0.950,0.981
0.533,0.226,-0.098,0.945,0.977
0.536,0.223,-0.097,0.946,0.977
0.538,0.222,-0.094,0.953,0.983
0.541,0.228,-0.096,0.953,0.985
0.543,0.228,-0.097,0.946,0.978
0.553,0.226,-0.095,0.955,0.986
0.553,0.228,-0.099,0.957,0.988
0.554,0.230,-0.103,0.952,0.985
0.554,0.232,-0.107,0.955,0.989
0.555,0.232,-0.104,0.948,0.982
0.558,0.236,-0.106,0.955,0.989
0.560,0.233,-0.116,0.955,0.990
0.563,0.230,-0.112,0.948,0.982
0.566,0.235,-0.107,0.953,0.988
0.569,0.236,-0.109,0.951,0.986
0.583,0.234,-0.110,0.955,0.990
0.583,0.234,-0.105,0.958,0.991
0.583,0.235,-0.102,0.958,0.992
0.583,0.231,-0.099,0.955,0.988
0.583,0.229,-0.099,0.955,0.987
0.584,0.233,-0.097,0.957,0.990
0.585,0.232,-0.096,0.950,0.983
0.587,0.228,-0.092,0.951,0.982
0.590,0.230,-0.092,0.953,0.985
0.592,0.226,-0.093,0.950,0.981
0.594,0.229,-0.093,0.951,0.982
0.597,0.229,-0.091,0.956,0.987
0.599,0.227,-0.085,0.954,0.985
0.602,0.223,-0.083,0.953,0.982
0.604,0.228,-0.085,0.949,0.980
0.606,0.226,-0.082,0.954,0.984
0.609,0.226,-0.079,0.955,0.984
0.613,0.229,-0.078,0.952,0.982
0.614,0.227,-0.081,0.951,0.981
0.617,0.226,-0.079,0.949,0.979
0.619,0.224,-0.079,0.946,0.976
0.621,0.228,-0.078,0.952,0.982
0.624,0.229,-0.080,0.952,0.982
0.626,0.231,-0.082,0.953,0.984
0.629,0.229,-0.084,0.961,0.992
0.632,0.227,-0.088,0.963,0.994
0.634,0.231,-0.088,0.958,0.989
0.637,0.228,-0.090,0.961,0.992
0.639,0.230,-0.094,0.960,0.992
0.642,0.233,-0.096,0.961,0.993
0.644,0.234,-0.096,0.962,0.995
0.655,0.230,-0.100,0.960,0.992
0.655,0.230,-0.098,0.956,0.989
0.656,0.230,-0.099,0.953,0.985
0.656,0.231,-0.099,0.955,0.988
0.656,0.235,-0.098,0.957,0.990
0.658,0.236,-0.099,0.956,0.990
0.661,0.231,-0.098,0.955,0.987
0.664,0.231,-0.097,0.949,0.982
0.669,0.234,-0.101,0.953,0.987
0.670,0.232,-0.099,0.953,0.986
0.671,0.230,-0.100,0.956,0.988
0.674,0.234,-0.098,0.953,0.986
0.675,0.231,-0.098,0.953,0.986
0.681,0.229,-0.095,0.956,0.988
0.681,0.231,-0.090,0.953,0.984
0.683,0.231,-0.090,0.955,0.986
0.685,0.233,-0.090,0.950,0.983
0.687,0.231,-0.084,0.948,0.980
0.690,0.230,-0.087,0.952,0.983
0.692,0.232,-0.083,0.951,0.982
0.697,0.229,-0.083,0.948,0.979
0.697,0.228,-0.085,0.954,0.985
0.700,0.227,-0.078,0.955,0.985
0.712,0.228,-0.085,0.953,0.984
0.713,0.229,-0.089,0.949,0.980
0.713,0.229,-0.089,0.952,0.983
0.713,0.230,-0.087,0.952,0.983
0.713,0.231,-0.092,0.957,0.989
0.722,0.229,-0.093,0.959,0.991
0.722,0.226,-0.089,0.950,0.980
0.722,0.226,-0.084,0.952,0.982
0.722,0.225,-0.088,0.953,0.983
0.724,0.226,-0.081,0.950,0.980
0.727,0.225,-0.082,0.950,0.980
0.731,0.229,-0.084,0.949,0.980
0.732,0.227,-0.082,0.950,0.980
0.734,0.224,-0.081,0.952,0.982
0.737,0.225,-0.080,0.951,0.980
0.739,0.227,-0.086,0.952,0.982
0.742,0.225,-0.085,0.955,0.984
0.744,0.223,-0.086,0.954,0.984
0.754,0.226,-0.086,0.959,0.989
0.754,0.230,-0.087,0.953,0.984
0.754,0.230,-0.091,0.959,0.991
0.755,0.229,-0.091,0.962,0.993
0.757,0.233,-0.088,0.961,0.993
0.759,0.230,-0.092,0.957,0.988
0.762,0.232,-0.089,0.955,0.987
0.764,0.236,-0.085,0.958,0.990
0.766,0.237,-0.089,0.959,0.991
0.769,0.234,-0.092,0.959,0.991
0.771,0.236,-0.090,0.960,0.993
0.774,0.230,-0.094,0.958,0.989
0.776,0.230,-0.091,0.961,0.993
0.779,0.232,-0.088,0.951,0.983
0.781,0.233,-0.089,0.954,0.986
0.784,0.230,-0.087,0.949,0.981
0.786,0.229,-0.086,0.956,0.987
0.788,0.227,-0.087,0.957,0.987
0.791,0.225,-0.088,0.955,0.985
0.793,0.227,-0.086,0.955,0.985
0.796,0.227,-0.086,0.955,0.986
0.799,0.225,-0.086,0.955,0.985
0.801,0.227,-0.081,0.951,0.981
0.803,0.222,-0.077,0.955,0.984
0.806,0.224,-0.081,0.955,0.984
0.808,0.221,-0.082,0.952,0.980
0.811,0.220,-0.081,0.952,0.981
0.814,0.223,-0.078,0.949,0.978
0.816,0.219,-0.080,0.953,0.981
0.818,0.221,-0.089,0.955,0.984
0.821,0.226,-0.090,0.950,0.980
0.823,0.224,-0.092,0.951,0.981
0.825,0.222,-0.087,0.949,0.979
0.837,0.228,-0.091,0.952,0.983
0.837,0.229,-0.095,0.947,0.979
0.838,0.232,-0.092,0.948,0.980
0.838,0.232,-0.094,0.952,0.985
0.838,0.229,-0.097,0.950,0.982
0.840,0.230,-0.097,0.953,0.986
0.843,0.231,-0.097,0.957,0.989
0.846,0.228,-0.096,0.956,0.987
0.849,0.230,-0.103,0.957,0.990
0.850,0.229,-0.100,0.952,0.984
0.852,0.224,-0.104,0.951,0.983
0.855,0.227,-0.098,0.956,0.988
0.857,0.225,-0.097,0.956,0.987
0.859,0.222,-0.094,0.957,0.987
0.863,0.222,-0.095,0.963,0.992
0.864,0.224,-0.097,0.955,0.986
0.867,0.225,-0.093,0.953,0.984
0.870,0.221,-0.098,0.953,0.983
0.872,0.223,-0.098,0.961,0.991
0.874,0.225,-0.098,0.953,0.984
0.876,0.216,-0.099,0.954,0.983
0.880,0.220,-0.096,0.958,0.988
0.882,0.220,-0.097,0.955,0.985
0.885,0.218,-0.094,0.954,0.984
0.888,0.220,-0.095,0.955,0.985
0.888,0.222,-0.099,0.957,0.987
0.892,0.221,-0.096,0.957,0.986
0.897,0.220,-0.096,0.960,0.990
0.897,0.222,-0.097,0.958,0.988
0.899,0.222,-0.100,0.959,0.989
0.902,0.221,-0.099,0.961,0.991
0.904,0.222,-0.103,0.961,0.992
0.906,0.221,-0.103,0.963,0.993
0.909,0.219,-0.106,0.959,0.990
0.914,0.218,-0.105,0.964,0.994
0.915,0.224,-0.104,0.967,0.998
0.917,0.223,-0.104,0.962,0.994
0.919,0.219,-0.104,0.964,0.994
0.922,0.219,-0.102,0.961,0.991
0.923,0.225,-0.105,0.955,0.987
0.926,0.222,-0.103,0.955,0.986
0.930,0.221,-0.101,0.955,0.986
0.932,0.221,-0.104,0.958,0.988
0.933,0.219,-0.100,0.959,0.989
0.936,0.221,-0.105,0.962,0.993
0.938,0.216,-0.107,0.955,0.985
0.941,0.219,-0.107,0.952,0.983
0.943,0.224,-0.108,0.955,0.987
0.952,0.224,-0.105,0.949,0.981
0.970,0.222,-0.106,0.950,0.981
0.970,0.222,-0.105,0.952,0.983
0.971,0.224,-0.098,0.949,0.980
0.971,0.223,-0.099,0.949,0.980
0.971,0.221,-0.099,0.950,0.980
0.971,0.222,-0.097,0.951,0.982
0.972,0.220,-0.097,0.950,0.980
0.972,0.227,-0.095,0.947,0.978
0.972,0.224,-0.096,0.952,0.983
0.972,0.226,-0.096,0.956,0.987
0.973,0.228,-0.097,0.958,0.990
0.977,0.228,-0.098,0.956,0.988
0.977,0.225,-0.094,0.956,0.986
0.980,0.231,-0.100,0.955,0.987
0.983,0.230,-0.094,0.961,0.992
0.986,0.229,-0.091,0.958,0.989
0.988,0.230,-0.091,0.957,0.988
0.989,0.229,-0.089,0.959,0.990
0.993,0.230,-0.089,0.961,0.992
0.995,0.229,-0.088,0.954,0.985
0.997,0.228,-0.089,0.956,0.986
1.002,0.234,-0.090,0.961,0.993
1.002,0.227,-0.092,0.959,0.990
1.004,0.228,-0.088,0.954,0.985
1.007,0.226,-0.089,0.954,0.985
1.009,0.228,-0.089,0.957,0.988
1.012,0.228,-0.087,0.960,0.991
1.014,0.228,-0.090,0.958,0.989
1.017,0.224,-0.087,0.958,0.987
1.019,0.221,-0.089,0.963,0.992
1.022,0.221,-0.088,0.960,0.989
1.024,0.226,-0.082,0.953,0.983
1.026,0.219,-0.083,0.955,0.983
1.030,0.218,-0.084,0.961,0.989
1.032,0.222,-0.082,0.957,0.986
1.034,0.219,-0.087,0.955,0.983
1.036,0.220,-0.084,0.953,0.981
1.038,0.226,-0.087,0.953,0.983
1.041,0.224,-0.087,0.952,0.982
1.044,0.224,-0.088,0.958,0.988
1.047,0.225,-0.090,0.951,0.982
1.048,0.221,-0.090,0.951,0.980
1.051,0.223,-0.093,0.955,0.985
1.054,0.221,-0.095,0.957,0.987
1.056,0.217,-0.091,0.962,0.991
1.058,0.215,-0.096,0.965,0.993
1.061,0.214,-0.097,0.963,0.991
1.063,0.215,-0.099,0.956,0.985
1.065,0.212,-0.099,0.965,0.993
1.069,0.211,-0.100,0.957,0.985
1.072,0.209,-0.096,0.961,0.988
1.073,0.210,-0.096,0.964,0.991
1.076,0.204,-0.093,0.974,0.999
1.079,0.199,-0.093,0.970,0.994
1.081,0.199,-0.089,0.970,0.994
1.083,0.196,-0.087,0.982,1.005
1.087,0.195,-0.087,0.979,1.002
1.088,0.191,-0.083,0.981,1.003
1.091,0.184,-0.078,0.983,1.003
1.093,0.184,-0.068,0.978,0.997
1.097,0.179,-0.071,0.981,1.000
1.098,0.175,-0.058,0.970,0.987
1.101,0.165,-0.052,0.973,0.988
1.103,0.166,-0.046,0.982,0.997
1.105,0.162,-0.038,0.968,0.983
1.108,0.154,-0.035,0.974,0.986
1.110,0.151,-0.033,0.959,0.971
1.113,0.143,-0.021,0.960,0.971
1.115,0.142,-0.014,0.962,0.972
1.118,0.140,-0.014,0.958,0.968
1.120,0.130,-0.012,0.958,0.967
1.123,0.128,-0.009,0.956,0.964
1.125,0.130,-0.006,0.940,0.949
1.136,0.121,-0.007,0.947,0.955
1.136,0.117,-0.010,0.938,0.945
1.137,0.110,-0.011,0.938,0.944
1.137,0.109,-0.005,0.943,0.950
1.138,0.106,-0.007,0.940,0.946
1.142,0.101,-0.019,0.957,0.963
1.143,0.105,-0.023,0.951,0.957
1.151,0.099,-0.030,0.959,0.964
1.151,0.097,-0.034,0.969,0.975
1.152,0.097,-0.037,0.970,0.976
1.153,0.094,-0.036,0.972,0.978
1.154,0.092,-0.032,0.979,0.984
1.158,0.088,-0.020,0.985,0.989
1.159,0.081,-0.011,0.997,1.000
1.163,0.084,0.002,0.998,1.001
1.166,0.078,0.015,0.994,0.997
1.167,0.070,0.025,1.006,1.009
1.170,0.073,0.041,0.997,1.001
1.172,0.064,0.061,1.001,1.005
1.175,0.058,0.079,0.996,1.000
1.177,0.059,0.099,0.990,0.996
1.180,0.050,0.104,1.000,1.006
1.181,0.054,0.116,0.991,0.999
1.183,0.055,0.123,0.994,1.003
1.186,0.045,0.128,0.989,0.998
1.188,0.048,0.122,0.982,0.991
1.191,0.045,0.111,0.972,0.980
1.207,0.044,0.103,0.969,0.975
1.207,0.042,0.094,0.964,0.969
1.208,0.042,0.083,0.963,0.968
1.208,0.047,0.080,0.960,0.965
1.208,0.045,0.066,0.960,0.963
1.209,0.040,0.059,0.964,0.967
1.209,0.044,0.048,0.965,0.967
1.214,0.042,0.044,0.977,0.979
1.214,0.046,0.036,0.983,0.985
1.215,0.055,0.029,0.983,0.985
1.219,0.063,0.014,0.984,0.986
1.221,0.072,0.004,0.981,0.983
1.224,0.086,-0.005,0.975,0.979
1.225,0.095,-0.010,0.979,0.984
1.230,0.105,-0.013,0.975,0.981
1.230,0.109,-0.018,0.974,0.980
1.233,0.109,-0.014,0.978,0.984
1.235,0.119,-0.020,0.987,0.995
1.237,0.117,-0.024,0.996,1.003
1.240,0.113,-0.026,1.001,1.007
1.242,0.116,-0.024,1.000,1.007
1.247,0.116,-0.024,0.997,1.004
1.248,0.116,-0.020,0.991,0.998
1.251,0.117,-0.016,0.988,0.995
1.253,0.114,-0.012,0.981,0.988
1.255,0.114,-0.006,0.972,0.979
1.257,0.116,0.005,0.965,0.972
1.259,0.120,0.010,0.965,0.973
1.263,0.119,0.017,0.962,0.969
1.265,0.122,0.027,0.951,0.959
1.267,0.114,0.030,0.960,0.967
1.270,0.114,0.034,0.970,0.977
1.272,0.116,0.042,0.970,0.978
1.274,0.114,0.046,0.970,0.977
1.278,0.121,0.046,0.967,0.976
1.279,0.127,0.050,0.960,0.970
1.282,0.137,0.043,0.954,0.965
1.284,0.154,0.010,0.952,0.964
1.287,0.158,-0.009,0.962,0.975
1.289,0.177,-0.010,0.948,0.965
1.292,0.186,-0.012,0.957,0.975
1.295,0.187,-0.011,0.966,0.984
1.297,0.202,-0.012,0.954,0.975
1.299,0.218,-0.022,0.966,0.991
1.301,0.235,-0.046,0.950,0.980
1.304,0.240,-0.065,0.946,0.978
1.306,0.254,-0.083,0.953,0.990
1.309,0.259,-0.096,0.950,0.990
1.312,0.254,-0.103,0.962,1.000
1.314,0.267,-0.109,0.955,0.997
1.316,0.268,-0.107,0.945,0.989
1.319,0.271,-0.108,0.941,0.985
1.322,0.274,-0.113,0.916,0.962
1.324,0.276,-0.118,0.909,0.957
1.326,0.276,-0.118,0.907,0.956
1.330,0.281,-0.116,0.902,0.951
1.332,0.271,-0.105,0.908,0.954
1.334,0.270,-0.102,0.928,0.972
1.336,0.260,-0.103,0.943,0.984
1.340,0.244,-0.093,0.966,1.001
1.342,0.246,-0.096,0.957,0.993
1.354,0.231,-0.103,0.973,1.005
1.354,0.223,-0.108,0.990,1.021
1.354,0.223,-0.121,0.988,1.020
1.354,0.218,-0.119,1.006,1.037
1.355,0.218,-0.114,1.013,1.043
1.357,0.225,-0.120,1.019,1.050
1.358,0.220,-0.124,1.013,1.044
1.361,0.226,-0.132,0.999,1.033
1.363,0.231,-0.144,0.995,1.031
1.365,0.238,-0.157,0.992,1.032
1.368,0.243,-0.169,0.995,1.038
1.371,0.249,-0.175,0.990,1.035
1.373,0.253,-0.173,0.992,1.039
1.375,0.261,-0.166,0.984,1.032
1.380,0.276,-0.169,0.965,1.018
1.381,0.281,-0.164,0.958,1.012
1.382,0.287,-0.161,0.941,0.997
1.385,0.290,-0.151,0.931,0.987
1.388,0.300,-0.121,0.920,0.975
1.390,0.296,-0.095,0.917,0.968
1.393,0.289,-0.084,0.932,0.979
1.396,0.299,-0.100,0.937,0.989
1.398,0.310,-0.102,0.930,0.986
1.400,0.309,-0.094,0.934,0.989
1.402,0.315,-0.093,0.925,0.981
1.404,0.295,-0.083,0.930,0.979
1.408,0.287,-0.068,0.949,0.993
1.411,0.293,-0.046,0.928,0.974
1.412,0.282,-0.020,0.944,0.985
1.414,0.292,-0.015,0.941,0.986
1.418,0.298,-0.010,0.922,0.969
1.421,0.293,-0.008,0.951,0.995
1.422,0.308,-0.005,0.931,0.981
1.425,0.305,-0.005,0.940,0.988
1.430,0.295,0.003,0.959,1.003
1.431,0.304,0.008,0.939,0.988
1.433,0.294,0.020,0.959,1.003
1.435,0.308,0.025,0.931,0.981
1.437,0.317,0.011,0.921,0.974
1.460,0.320,-0.014,0.918,0.972
1.461,0.345,-0.042,0.898,0.963
1.461,0.339,-0.061,0.912,0.975
1.462,0.346,-0.083,0.921,0.988
1.463,0.350,-0.077,0.902,0.971
1.463,0.332,-0.068,0.911,0.972
1.463,0.335,-0.062,0.909,0.971
1.464,0.326,-0.052,0.902,0.961
1.464,0.313,-0.048,0.911,0.965
1.465,0.313,-0.049,0.876,0.931
1.465,0.296,-0.057,0.889,0.938
1.476,0.291,-0.061,0.890,0.939
1.476,0.289,-0.071,0.884,0.932
1.477,0.282,-0.078,0.902,0.948
1.477,0.284,-0.072,0.906,0.952
1.477,0.286,-0.061,0.915,0.960
1.478,0.281,-0.039,0.911,0.954
1.483,0.283,-0.010,0.900,0.944
1.485,0.282,0.019,0.881,0.925
1.485,0.280,0.014,0.885,0.928
1.488,0.279,0.028,0.877,0.921
1.490,0.284,0.042,0.855,0.902
1.493,0.277,0.061,0.878,0.923
1.496,0.280,0.073,0.878,0.925
1.497,0.277,0.070,0.898,0.942
1.500,0.279,0.068,0.924,0.968
1.503,0.287,0.088,0.907,0.955
1.505,0.279,0.116,0.912,0.961
1.507,0.283,0.127,0.909,0.961
1.511,0.290,0.120,0.905,0.958
1.513,0.290,0.123,0.909,0.962
1.516,0.293,0.123,0.892,0.947
1.518,0.290,0.118,0.915,0.967
1.520,0.298,0.113,0.907,0.961
1.523,0.300,0.095,0.922,0.974
1.525,0.309,0.093,0.918,0.973
1.530,0.321,0.085,0.900,0.959
1.530,0.306,0.073,0.921,0.973
1.533,0.304,0.059,0.917,0.968
1.535,0.309,0.050,0.912,0.964
1.537,0.304,0.037,0.923,0.972
1.539,0.311,0.026,0.896,0.949
1.542,0.298,0.010,0.900,0.949
1.545,0.300,-0.009,0.909,0.958
1.547,0.320,-0.025,0.888,0.944
1.550,0.316,-0.028,0.895,0.950
1.552,0.327,-0.038,0.885,0.944
1.554,0.330,-0.038,0.875,0.936
1.557,0.325,-0.050,0.878,0.938
1.559,0.336,-0.051,0.866,0.930
1.562,0.340,-0.048,0.858,0.925
1.564,0.340,-0.045,0.859,0.926
1.567,0.340,-0.051,0.862,0.928
1.569,0.338,-0.059,0.881,0.945
1.572,0.342,-0.060,0.880,0.946
1.574,0.337,-0.080,0.887,0.952
1.577,0.333,-0.079,0.894,0.957
1.579,0.341,-0.082,0.897,0.963
1.582,0.328,-0.079,0.918,0.978
1.585,0.332,-0.078,0.902,0.965
1.587,0.319,-0.075,0.912,0.969
1.589,0.312,-0.083,0.932,0.986
1.593,0.325,-0.082,0.908,0.968
1.595,0.319,-0.085,0.906,0.965
1.597,0.319,-0.097,0.909,0.968
1.598,0.326,-0.121,0.894,0.960
1.602,0.328,-0.139,0.900,0.967
1.604,0.345,-0.146,0.876,0.953
1.607,0.348,-0.155,0.870,0.949
1.609,0.347,-0.156,0.870,0.950
1.612,0.352,-0.159,0.847,0.931
1.614,0.352,-0.162,0.862,0.945
1.616,0.359,-0.164,0.839,0.927
1.619,0.353,-0.160,0.845,0.929
1.621,0.344,-0.155,0.862,0.941
1.623,0.359,-0.158,0.847,0.934
1.625,0.355,-0.159,0.859,0.942
1.628,0.335,-0.155,0.868,0.943
1.631,0.330,-0.150,0.873,0.946
1.633,0.322,-0.156,0.871,0.942
1.636,0.317,-0.168,0.884,0.954
